mr_new,psuedo_mr,text,da,entity,num_hops,num_triples
Ronald Reagan cast member of Tear down this wall!. Ronald Reagan awards received American Campaign Medal. Ronald Reagan place of birth Tampico. Ronald Reagan occupation film actor. Ronald Reagan rating top rated. Ronald Reagan gender male. Ronald Reagan domain actor.,Ronald Reagan 'Tear Down This Wall!' 'American Campaign Medal' Tampico 'Film Actor' Top Rated Male,Ronald Reagan was a top rated male film actor and cast member of Tear Down This Wall!. He was born in Tampico and has received the American Campaign Medal.,inform,movie actors,1,7
George Clooney date of birth 1961. George Clooney awards received MTV Movie Award for Best Breakthrough Performance. George Clooney height taller. George Clooney cast member of Michael Clayton. George Clooney place of birth Lexington. George Clooney domain actor.,George Clooney 1961 'Mtv Movie Award For Best Breakthrough Performance' Taller 'Michael Clayton' Lexington," George Clooney is a taller than average actor born in Lexington, Kentucky in 1961. He has won an MTV Movie Award for Best Breakthrough Performance and was part of the cast of Michael Clayton.",inform,movie actors,1,6
Ken Watanabe spouse Kaho Minami. Ken Watanabe domain actor.,Ken Watanabe Kaho Minami,Ken Watanabe is an actor who is married to Kaho Minami.,inform,movie actors,1,2
Phil Collins gender male. Phil Collins date of birth 1951. Phil Collins awards received Silver Clef Award. Phil Collins domain actor.,Phil Collins Male 1951 'Silver Clef Award',Phil Collins is a male actor born in 1951 who has received the Silver Clef Award.,inform,movie actors,1,4
Jenna Jameson gender female. Jenna Jameson cast member of How to Make Love Like a Porn Star. Jenna Jameson rating highly rated. Jenna Jameson domain actor.,Jenna Jameson Female 'How To Make Love Like A Porn Star' Highly Rated,Jenna Jameson is a highly rated female actor best known for her role in How to Make Love Like a Porn Star.,inform,movie actors,1,4
Johnny Depp gender male. Johnny Depp rating highly rated. Johnny Depp awards received MTV Movie Award for Best Performance. Johnny Depp cast member of Pirates of the Caribbean. Johnny Depp height average. Johnny Depp date of birth 1963. Johnny Depp spouse Lori Allison. Johnny Depp domain actor.,Johnny Depp Male Highly Rated 'Mtv Movie Award For Best Performance' 'Pirates Of The Caribbean' Average 1963 Lori Allison,Johnny Depp is a highly rated male actor born in 1963 with an average height. He has won an MTV Movie Award for Best Performance and is best known for his role in Pirates of the Caribbean. He is married to Lori Allison.,inform,movie actors,1,8
Michael Jackson rating top rated. Michael Jackson date of birth 1958. Michael Jackson domain actor.,Michael Jackson Top Rated 1958,Michael Jackson was a top rated actor born in 1958.,inform,movie actors,1,3
Michael Jackson occupation songwriter. Michael Jackson domain actor.,Michael Jackson 'Songwriter',Michael Jackson was a songwriter and actor.,inform,movie actors,1,2
Jada Pinkett Smith rating highly rated. Jada Pinkett Smith gender female. Jada Pinkett Smith occupation musician. Jada Pinkett Smith spouse Will Smith. Jada Pinkett Smith cast member of Hawthorne. Jada Pinkett Smith domain actor.,Jada Pinkett Smith Highly Rated Female 'Musician' Will Smith 'Hawthorne'," Jada Pinkett Smith is a highly rated female musician and actor, married to Will Smith. She is best known for her role in Hawthorne.",inform,movie actors,1,6
James Cromwell occupation actor. James Cromwell height taller. James Cromwell spouse Julie Cobb. James Cromwell awards received Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie. James Cromwell domain actor.,James Cromwell 'Actor' Taller Julie Cobb 'Primetime Emmy Award For Outstanding Supporting Actor In A Miniseries Or A Movie',James Cromwell is a taller than average actor who is married to Julie Cobb. He won a Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie.,inform,movie actors,1,5
Natalie Portman awards received BAFTA Award for Best Actress in a Leading Role. Natalie Portman cast member of Black Swan. Natalie Portman domain actor.,Natalie Portman 'Bafta Award For Best Actress In A Leading Role' 'Black Swan'," Natalie Portman is an actor best known for her role in Black Swan, for which she won a BAFTA Award for Best Actress in a Leading Role.",inform,movie actors,1,3
Chris Pratt rating moderately rated. Chris Pratt spouse Katherine Schwarzenegger. Chris Pratt gender male. Chris Pratt date of birth 1979. Chris Pratt occupation voice actor. Chris Pratt domain actor.,Chris Pratt Moderately Rated Katherine Schwarzenegger Male 1979 'Voice Actor',Chris Pratt is a moderately rated male voice actor born in 1979. He is married to Katherine Schwarzenegger.,inform,movie actors,1,6
Lee Byung-hun gender male. Lee Byung-hun rating highly rated. Lee Byung-hun awards received Asian Film Award for Best Actor. Lee Byung-hun domain actor.,Lee Byung-Hun Male Highly Rated 'Asian Film Award For Best Actor',Lee Byung-hun is a highly rated male actor who has won the Asian Film Award for Best Actor.,inform,movie actors,1,4
Britney Spears gender female. Britney Spears spouse Jason Allen Alexander. Britney Spears rating top rated. Britney Spears domain actor.,Britney Spears Female Jason Allen Alexander Top Rated,Britney Spears is a female actor who is top rated. She is married to Jason Allen Alexander.,inform,movie actors,1,4
Rekhā spouse Vinod Mehra. Rekhā date of birth 1954. Rekhā gender female. Rekhā rating top rated. Rekhā height taller. Rekhā domain actor.,Rekhā Vinod Mehra 1954 Female Top Rated Taller," Rekhā is a top rated female actor, taller than average, born in 1954. She is married to Vinod Mehra.",inform,movie actors,1,6
Lena Dunham place of birth New York City. Lena Dunham domain actor.,Lena Dunham New York City,Lena Dunham is an actor from New York City.,inform,movie actors,1,2
Anthony Perkins spouse Berry Berenson. Anthony Perkins awards received star on Hollywood Walk of Fame. Anthony Perkins height taller. Anthony Perkins domain actor.,Anthony Perkins Berry Berenson 'Star On Hollywood Walk Of Fame' Taller,Anthony Perkins is an actor who is taller than average and is married to Berry Berenson. He has a star on the Hollywood Walk of Fame.,inform,movie actors,1,4
Bruce Lee date of birth 1940. Bruce Lee spouse Linda Lee Cadwell. Bruce Lee cast member of The Big Boss. Bruce Lee height shorter. Bruce Lee occupation martial artist. Bruce Lee domain actor.,Bruce Lee 1940 Linda Lee Cadwell 'The Big Boss' Shorter 'Martial Artist'," Bruce Lee was a martial artist born in 1940. He was shorter than average, was married to Linda Lee Cadwell, and was a cast member in The Big Boss.",inform,movie actors,1,6
Candace Cameron Bure rating highly rated. Candace Cameron Bure cast member of Fuller House. Candace Cameron Bure spouse Valeri Bure. Candace Cameron Bure occupation writer. Candace Cameron Bure place of birth Panorama City. Candace Cameron Bure gender female. Candace Cameron Bure domain actor.,Candace Cameron Bure Highly Rated 'Fuller House' Valeri Bure 'Writer' Panorama City Female," Candace Cameron Bure is a highly rated female actor, writer and spouse of Valeri Bure, born in Panorama City. She is best known for her role in Fuller House.",inform,movie actors,1,7
Zachary Levi height shorter. Zachary Levi gender male. Zachary Levi place of birth Lake Charles. Zachary Levi domain actor.,Zachary Levi Shorter Male Lake Charles,Zachary Levi is a male actor of shorter stature born in Lake Charles.,inform,movie actors,1,4
Christina Ricci spouse James Heerdegen. Christina Ricci gender female. Christina Ricci cast member of The Smurfs 2. Christina Ricci place of birth Santa Monica. Christina Ricci domain actor.,Christina Ricci James Heerdegen Female 'The Smurfs 2' Santa Monica," Christina Ricci is a female actor from Santa Monica, who is married to James Heerdegen. She is best known for her role in The Smurfs 2.",inform,movie actors,1,5
Arnold Schwarzenegger spouse Maria Shriver. Arnold Schwarzenegger awards received DIVA – Deutscher Entertainment Preis. Arnold Schwarzenegger rating top rated. Arnold Schwarzenegger cast member of The Terminator. Arnold Schwarzenegger gender male. Arnold Schwarzenegger date of birth 1947. Arnold Schwarzenegger place of birth Thal. Arnold Schwarzenegger domain actor.,Arnold Schwarzenegger Maria Shriver 'Diva – Deutscher Entertainment Preis' Top Rated 'The Terminator' Male 1947 Thal,Arnold Schwarzenegger is a top rated male actor born in 1947 in Thal. He married Maria Shriver and won a DIVA – Deutscher Entertainment Preis. He is best known for his role in The Terminator.,inform,movie actors,1,8
Jada Pinkett Smith height shorter. Jada Pinkett Smith gender female. Jada Pinkett Smith rating highly rated. Jada Pinkett Smith domain actor.,Jada Pinkett Smith Shorter Female Highly Rated,Jada Pinkett Smith is a highly rated female actor of shorter stature.,inform,movie actors,1,4
Ronald Reagan occupation anti-communist. Ronald Reagan domain actor.,Ronald Reagan 'Anti-Communist',Ronald Reagan was an actor and anti-communist.,inform,movie actors,1,2
Ronald Reagan date of birth 1911. Ronald Reagan gender male. Ronald Reagan place of birth Tampico. Ronald Reagan height taller. Ronald Reagan rating top rated. Ronald Reagan occupation statesperson. Ronald Reagan domain actor.,Ronald Reagan 1911 Male Tampico Taller Top Rated 'Statesperson',Ronald Reagan was a top rated male statesperson born in 1911 in Tampico. He was taller than average.,inform,movie actors,1,7
Jada Pinkett Smith date of birth 1971. Jada Pinkett Smith cast member of Ali. Jada Pinkett Smith spouse Will Smith. Jada Pinkett Smith place of birth Baltimore. Jada Pinkett Smith domain actor.,Jada Pinkett Smith 1971 'Ali' Will Smith Baltimore,Jada Pinkett Smith is an actor born in Baltimore in 1971. She was part of the cast of Ali and is married to Will Smith.,inform,movie actors,1,5
Sophia Loren awards received Order of Saint Agatha. Sophia Loren place of birth Rome. Sophia Loren occupation actor. Sophia Loren height taller. Sophia Loren gender female. Sophia Loren date of birth 1934. Sophia Loren spouse Carlo Ponti. Sophia Loren domain actor.,Sophia Loren 'Order Of Saint Agatha' Rome 'Actor' Taller Female 1934 Carlo Ponti,Sophia Loren is a taller than average female actor born in Rome in 1934. She married Carlo Ponti and has received the Order of Saint Agatha.,inform,movie actors,1,8
Jessica Walter height taller. Jessica Walter spouse Ron Leibman. Jessica Walter awards received Emmy Award. Jessica Walter occupation stage actor. Jessica Walter domain actor.,Jessica Walter Taller Ron Leibman 'Emmy Award' 'Stage Actor',Jessica Walter is a taller than average stage actor who is married to Ron Leibman. She won an Emmy Award.,inform,movie actors,1,5
Anthony Perkins place of birth New York City. Anthony Perkins rating highly rated. Anthony Perkins height taller. Anthony Perkins domain actor.,Anthony Perkins New York City Highly Rated Taller,Anthony Perkins is a highly rated actor from New York City who is taller than average.,inform,movie actors,1,4
Arnold Schwarzenegger awards received American Cinematheque Award. Arnold Schwarzenegger date of birth 1947. Arnold Schwarzenegger domain actor.,Arnold Schwarzenegger 'American Cinematheque Award' 1947,Arnold Schwarzenegger is an actor born in 1947 who received the American Cinematheque Award.,inform,movie actors,1,3
Angelina Jolie rating top rated. Angelina Jolie awards received Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Miniseries or Television Movie. Angelina Jolie domain actor.,Angelina Jolie Top Rated 'Screen Actors Guild Award For Outstanding Performance By A Female Actor In A Miniseries Or Television Movie',Angelina Jolie is a top rated actor who won a Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Miniseries or Television Movie.,inform,movie actors,1,3
Anne Hathaway place of birth New York City. Anne Hathaway occupation film actor. Anne Hathaway spouse Adam Shulman. Anne Hathaway gender female. Anne Hathaway cast member of The Dark Knight Rises. Anne Hathaway domain actor.,Anne Hathaway New York City 'Film Actor' Adam Shulman Female 'The Dark Knight Rises',Anne Hathaway is a female film actor born in New York City. She is married to Adam Shulman and was a cast member in The Dark Knight Rises.,inform,movie actors,1,6
Heather Locklear cast member of Dynasty. Heather Locklear awards received Golden Raspberry Award for Worst Actress. Heather Locklear domain actor.,Heather Locklear 'Dynasty' 'Golden Raspberry Award For Worst Actress',Heather Locklear is an actor who was part of the cast of Dynasty and won a Golden Raspberry Award for Worst Actress.,inform,movie actors,1,3
Jenna Jameson occupation pornographic actor. Jenna Jameson rating highly rated. Jenna Jameson spouse Brad Armstrong. Jenna Jameson cast member of How to Make Love Like a Porn Star. Jenna Jameson awards received AVN Hall of Fame. Jenna Jameson gender female. Jenna Jameson place of birth Las Vegas. Jenna Jameson domain actor.,Jenna Jameson 'Pornographic Actor' Highly Rated Brad Armstrong 'How To Make Love Like A Porn Star' 'Avn Hall Of Fame' Female Las Vegas,Jenna Jameson is a highly rated female pornographic actor from Las Vegas. She is married to Brad Armstrong and was part of the cast of How to Make Love Like a Porn Star. She is inducted into the AVN Hall of Fame.,inform,movie actors,1,8
