mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
Sandra Oh cast member of Killing Eve. Sandra Oh awards received Miniseries or Television Film. Sandra Oh domain tv actor.,Sandra Oh 'Killing Eve' Miniseries Or Television Film', Sandra Oh is a tv actor and cast member of Killing Eve. She won a Miniseries or Television Film.,inform,tv actors,1,3
Andrew Lincoln gender male. Andrew Lincoln awards received Saturn Award for Best Actor on Television. Andrew Lincoln rating highly_rated. Andrew Lincoln date of birth 1973. Andrew Lincoln height average. Andrew Lincoln cast member of The Walking Dead. Andrew Lincoln place of birth London. Andrew Lincoln domain tv actor.,Andrew Lincoln Male 'Saturn Award For Best Actor On Television' Highly Rated 1973 Average 'The Walking Dead' London, Andrew Lincoln is a highly rated male tv actor born in 1973 in London with an average height. He is the cast member of The Walking Dead and won the Saturn Award for Best Actor on Television.,inform,tv actors,1,8
Finn Wolfhard place of birth Vancouver. Finn Wolfhard height average. Finn Wolfhard date of birth 2002. Finn Wolfhard domain tv actor.,Finn Wolfhard Vancouver Average 2002, Finn Wolfhard is a tv actor born in Vancouver in 2002 and of average height.,inform,tv actors,1,4
Kit Harington date of birth 1986. Kit Harington rating highly rated. Kit Harington domain tv actor.,Kit Harington 1986 Highly Rated, Kit Harington is a highly rated tv actor born in 1986.,inform,tv actors,1,3
Lesley-Ann Brandt cast member of Lucifer. Lesley-Ann Brandt gender female. Lesley-Ann Brandt domain tv actor.,Lesley-Ann Brandt 'Lucifer' Female, Lesley-Ann Brandt is a female tv actor and a cast member of Lucifer.,inform,tv actors,1,3
Colin ODonoghue date of birth 1981. Colin ODonoghue height average. Colin ODonoghue domain tv actor.,Colin O'Donoghue 1981 Average, Colin ODonoghue is a tv actor born in 1981 of average height.,inform,tv actors,1,3
Chrissy Metz date of birth 1980. Chrissy Metz height average. Chrissy Metz place of birth Homestead. Chrissy Metz gender female. Chrissy Metz rating highly rated. Chrissy Metz domain tv actor.,Chrissy Metz 1980 Average Homestead Female Highly Rated, Chrissy Metz is a highly rated female tv actor born in 1980 in Homestead of average height.,inform,tv actors,1,6
Rami Malek date of birth 1981. Rami Malek rating top rated. Rami Malek awards received Academy Award for Best Actor. Rami Malek domain tv actor.,Rami Malek 1981 Top Rated 'Academy Award For Best Actor', Rami Malek is a top rated tv actor born in 1981 who won an Academy Award for Best Actor.,inform,tv actors,1,4
William H. Macy gender male. William H. Macy date of birth 1950. William H. Macy place of birth Miami. William H. Macy height average. William H. Macy domain tv actor.,William H. Macy Male 1950 Miami Average, William H. Macy is a male tv actor born in 1950 in Miami with an average height.,inform,tv actors,1,5
Aimee Garcia height average. Aimee Garcia rating moderately rated. Aimee Garcia domain tv actor.,Aimee Garcia Average Moderately Rated, Aimee Garcia is a moderately rated tv actor of average height.,inform,tv actors,1,3
Winona Ryder date of birth 1971. Winona Ryder place of birth Winona. Winona Ryder gender female. Winona Ryder domain tv actor.,Winona Ryder 1971 Winona Female, Winona Ryder is a female tv actor born in 1971 in Winona.,inform,tv actors,1,4
"Sandra Oh place of birth Ottawa. Sandra Oh spouse Alexander Payne. Sandra Oh height average. Sandra Oh rating top rated. Sandra Oh gender female. Sandra Oh awards received Golden Globe Award for Best Supporting Actress – Series. Sandra Oh cast member of ""Greys Anatomy"". Sandra Oh domain tv actor.","Sandra Oh Ottawa Alexander Payne Average Top Rated Female 'Golden Globe Award For Best Supporting Actress – Series ""Grey'S Anatomy"""," Sandra Oh is a top rated female tv actor from Ottawa, married to Alexander Payne and of average height. She won the Golden Globe Award for Best Supporting Actress – Series and is a cast member of ""Greys Anatomy"".",inform,tv actors,1,8
Jeffrey Dean Morgan cast member of The Walking Dead. Jeffrey Dean Morgan height average. Jeffrey Dean Morgan gender male. Jeffrey Dean Morgan place of birth Seattle. Jeffrey Dean Morgan awards received MTV Movie Award for Best Villain. Jeffrey Dean Morgan domain tv actor.,Jeffrey Dean Morgan 'The Walking Dead' Average Male Seattle 'Mtv Movie Award For Best Villain', Jeffrey Dean Morgan is a male tv actor from Seattle of average height and a cast member of The Walking Dead. He won the MTV Movie Award for Best Villain.,inform,tv actors,1,6
William H. Macy height average. William H. Macy date of birth 1950. William H. Macy spouse Felicity Huffman. William H. Macy domain tv actor.,William H. Macy Average 1950 Felicity Huffman," William H. Macy is a tv actor born in 1950 of average height, married to Felicity Huffman.",inform,tv actors,1,4
Amy Poehler spouse Will Arnett. Amy Poehler domain tv actor.,Amy Poehler Will Arnett, Amy Poehler is a tv actor married to Will Arnett.,inform,tv actors,1,2
Lauren German place of birth Huntington Beach. Lauren German cast member of Lucifer. Lauren German domain tv actor.,Lauren German Huntington Beach 'Lucifer', Lauren German is a tv actor from Huntington Beach and is a cast member of Lucifer.,inform,tv actors,1,3
Amy Poehler gender female. Amy Poehler place of birth Newton. Amy Poehler date of birth 1971. Amy Poehler awards received star on Hollywood Walk of Fame. Amy Poehler height average. Amy Poehler spouse Will Arnett. Amy Poehler domain tv actor.,Amy Poehler Female Newton 1971 'Star On Hollywood Walk Of Fame' Average Will Arnett, Amy Poehler is a female tv actor born in 1971 in Newton and is of average height. She is married to Will Arnett and has been awarded a star on the Hollywood Walk of Fame.,inform,tv actors,1,7
Emmy Rossum spouse Sam Esmail. Emmy Rossum date of birth 1986. Emmy Rossum gender female. Emmy Rossum domain tv actor.,Emmy Rossum Sam Esmail 1986 Female, Emmy Rossum is a female tv actor born in 1986 and married to Sam Esmail.,inform,tv actors,1,4
Lauren Cohan gender female. Lauren Cohan place of birth New Jersey. Lauren Cohan height taller. Lauren Cohan cast member of The Walking Dead. Lauren Cohan domain tv actor.,Lauren Cohan Female New Jersey Taller 'The Walking Dead', Lauren Cohan is a female tv actor from New Jersey who is taller in height and is a cast member of The Walking Dead.,inform,tv actors,1,5
Tobias Menzies rating lower rated. Tobias Menzies place of birth London. Tobias Menzies date of birth 1974. Tobias Menzies gender male. Tobias Menzies height average. Tobias Menzies domain tv actor.,Tobias Menzies Lower Rated London 1974 Male Average, Tobias Menzies is a lower rated male tv actor born in 1974 in London with an average height.,inform,tv actors,1,6
Chrissy Metz rating highly rated. Chrissy Metz gender female. Chrissy Metz height average. Chrissy Metz domain tv actor.,Chrissy Metz Highly Rated Female Average, Chrissy Metz is a highly rated female tv actor of average height.,inform,tv actors,1,4
"Kaley Cuoco cast member of The Big Bang Theory. Kaley Cuoco date of birth 1985. Kaley Cuoco spouse Karl Cook. Kaley Cuoco gender female. Kaley Cuoco height taller. Kaley Cuoco awards received ""Peoples Choice Award for Favorite Actress in a New TV Series"". Kaley Cuoco domain tv actor.","Kaley Cuoco 'The Big Bang Theory' 1985 Karl Cook Female Taller ""People'S Choice Award For Favorite Actress In A New Tv Series"""," Kaley Cuoco is a female tv actor born in 1985, taller in height and cast member of The Big Bang Theory. She won the ""Peoples Choice Award for Favorite Actress in a New TV Series"" and is married to Karl Cook.",inform,tv actors,1,7
Rami Malek awards received Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Leading Role. Rami Malek place of birth Los Angeles. Rami Malek date of birth 1981. Rami Malek domain tv actor.,Rami Malek 'Screen Actors Guild Award For Outstanding Performance By A Male Actor In A Leading Role' Los Angeles 1981, Rami Malek is a tv actor born in 1981 in Los Angeles. He received the Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Leading Role.,inform,tv actors,1,4
Rami Malek date of birth 1981. Rami Malek height average. Rami Malek awards received Satellite Award for Best Actor – Motion Picture. Rami Malek rating top rated. Rami Malek domain tv actor.,Rami Malek 1981 Average 'Satellite Award For Best Actor – Motion Picture' Top Rated, Rami Malek is a top rated tv actor born in 1981 with an average height. He won the Satellite Award for Best Actor – Motion Picture.,inform,tv actors,1,5
Viola Davis date of birth 1965. Viola Davis rating top rated. Viola Davis gender female. Viola Davis place of birth St. Matthews. Viola Davis height average. Viola Davis awards received star on Hollywood Walk of Fame. Viola Davis spouse Julius Tennon. Viola Davis domain tv actor.,Viola Davis 1965 Top Rated Female St. Matthews Average 'Star On Hollywood Walk Of Fame' Julius Tennon, Viola Davis is a top rated female tv actor born in St. Matthews in 1965 of average height. She was awarded a star on the Hollywood Walk of Fame and is married to Julius Tennon.,inform,tv actors,1,8
Johnny Galecki cast member of The Big Bang Theory. Johnny Galecki awards received Theatre World Award. Johnny Galecki place of birth Bree. Johnny Galecki date of birth 1975. Johnny Galecki domain tv actor.,Johnny Galecki 'The Big Bang Theory' 'Theatre World Award' Bree 1975, Johnny Galecki is a tv actor born in 1975 in Bree and is a cast member of The Big Bang Theory. He has won the Theatre World Award.,inform,tv actors,1,5
Chandler Riggs place of birth Atlanta. Chandler Riggs rating moderately rated. Chandler Riggs gender male. Chandler Riggs domain tv actor.,Chandler Riggs Atlanta Moderately Rated Male, Chandler Riggs is a moderately rated male tv actor from Atlanta.,inform,tv actors,1,4
Mandy Moore place of birth Nashua. Mandy Moore date of birth 1984. Mandy Moore awards received star on Hollywood Walk of Fame. Mandy Moore height taller. Mandy Moore rating top rated. Mandy Moore domain tv actor.,Mandy Moore Nashua 1984 'Star On Hollywood Walk Of Fame' Taller Top Rated, Mandy Moore is a top rated tv actor born in 1984 in Nashua and is taller in height. She has a star on the Hollywood Walk of Fame.,inform,tv actors,1,6
Sophie Turner date of birth 1996. Sophie Turner gender female. Sophie Turner spouse Joe Jonas. Sophie Turner height average. Sophie Turner place of birth Northampton. Sophie Turner rating highly rated. Sophie Turner domain tv actor.,Sophie Turner 1996 Female Joe Jonas Average Northampton Highly Rated, Sophie Turner is a highly rated female tv actor born in 1996 in Northampton with an average height. She is married to Joe Jonas.,inform,tv actors,1,7
Rashida Jones date of birth 1976. Rashida Jones rating lower rated. Rashida Jones height average. Rashida Jones domain tv actor.,Rashida Jones 1976 Lower Rated Average, Rashida Jones is a lower rated tv actor born in 1976 of average height.,inform,tv actors,1,4
Lauren German place of birth Huntington Beach. Lauren German domain tv actor.,Lauren German Huntington Beach, Lauren German is a tv actor from Huntington Beach.,inform,tv actors,1,2
Billy Bob Thornton rating top rated. Billy Bob Thornton gender male. Billy Bob Thornton domain tv actor.,Billy Bob Thornton Top Rated Male, Billy Bob Thornton is a top rated male tv actor.,inform,tv actors,1,3
Ellen Pompeo gender female. Ellen Pompeo rating top rated. Ellen Pompeo awards received Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series. Ellen Pompeo date of birth 1969. Ellen Pompeo height average. Ellen Pompeo place of birth Everett. Ellen Pompeo domain tv actor.,Ellen Pompeo Female Top Rated 'Screen Actors Guild Award For Outstanding Performance By An Ensemble In A Drama Series' 1969 Average Everett," Ellen Pompeo is a top rated female TV actor, born in 1969 in Everett with an average height. She received the Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series.",inform,tv actors,1,7
Eva Green gender female. Eva Green domain tv actor.,Eva Green Female, Eva Green is a female tv actor.,inform,tv actors,1,2
David Harbour rating highly rated. David Harbour cast member of Quantum of Solace. David Harbour spouse Lily Allen. David Harbour height average. David Harbour gender male. David Harbour place of birth White Plains. David Harbour domain tv actor.,David Harbour Highly Rated 'Quantum Of Solace' Lily Allen Average Male White Plains, David Harbour is a highly rated male tv actor from White Plains with an average height. He was a cast member of Quantum of Solace and is married to Lily Allen.,inform,tv actors,1,7
Kevin Alejandro height average. Kevin Alejandro domain tv actor.,Kevin Alejandro Average, Kevin Alejandro is an average-height tv actor.,inform,tv actors,1,2
Kevin Alejandro height average. Kevin Alejandro gender male. Kevin Alejandro place of birth San Antonio. Kevin Alejandro domain tv actor.,Kevin Alejandro Average Male San Antonio, Kevin Alejandro is a male tv actor of average height from San Antonio.,inform,tv actors,1,4
Sophie Turner height average. Sophie Turner place of birth Northampton. Sophie Turner gender female. Sophie Turner rating highly rated. Sophie Turner domain tv actor.,Sophie Turner Average Northampton Female Highly Rated, Sophie Turner is a highly rated female tv actor from Northampton with an average height.,inform,tv actors,1,5
Aziz Ansari height average. Aziz Ansari rating highly_rated. Aziz Ansari domain tv actor.,Aziz Ansari Average Highly Rated, Aziz Ansari is a highly rated tv actor of average height.,inform,tv actors,1,3
Nick Offerman spouse Megan Mullally. Nick Offerman domain tv actor.,Nick Offerman Megan Mullally, Nick Offerman is a tv actor married to Megan Mullally.,inform,tv actors,1,2
