,Unnamed: 0,index,mr_new,pseudo_mr,da,text,,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,
1997,1997,199,Kevin Max genre Christian rock. Rebecca St. James genre Christian rock.,Kevin Max Christian rock Rebecca St. James,inform,"
Kevin Max and Rebecca St. James are both Christian rock musicians.",11,1,2,(X (X) (X)),0.007563444659,132.2148895,26.1302266,0.8846187,inform,match_scores_PPL,1
2008,2008,200,Zendaya award received Time 100. Bad Bunny award received Time 100. Zendaya genre pop rock. Zendaya award received Kids' Choice Award for Favorite TV Actress. Nicole Kidman award received Time 100. Rihanna award received Time 100.,Zendaya Time 100 Bad Bunny pop rock Kids' Choice Award for Favorite TV Actress Nicole Kidman Rihanna,inform," Zendaya, Bad Bunny, Nicole Kidman, and Rihanna have all been included in Time 100 list and Zendaya additionally received the Kids' Choice Award for Favorite TV Actress. Their genre is pop rock.",32,1,6,(X (X) (X) (X) (X) (X) (X)),0.01620753139,61.69971085,21.52072672,0.8618001,inform,match_scores,1
2019,2019,201,Cage rating okay. Cage genre hip hop music. Hell's Winter performer Cage.,okay Cage hip hop music Hell's Winter,verify_attribute," Since you said Hell's Winter by Cage was okay, do you feel the same about other hip hop music?",19,1,3,(X (X) (X) (X)),0.006755914647,148.0184479,9.246523455,0.7852863,verify_attribute,match_scores,1
2020,2020,202,Franco Battiato rating okay. Franco Battiato genre pop rock. Hayley Williams genre pop rock.,okay Franco Battiato pop rock Hayley Williams,give_opinion,I think Franco Battiato and Hayley Williams are both okay pop rock musicians.,13,1,3,(X (X) (X) (X)),0.00378501118,264.2000122,10.22400368,0.8745859,give_opinion,match_scores,1
2032,2032,203,Haricharan genre Carnatic music. Abhay Jodhpurkar genre Carnatic music. Haricharan date of birth 1987-03-20T00:00:00Z. Hariharan genre Carnatic music.,Haricharan Carnatic music Abhay Jodhpurkar 1987-03-20T00:00:00Z Hariharan,inform,Haricharan and Abhay Jodhpurkar are Carnatic music artists with Haricharan born in 1987.,13,1,4,(X (X) (X) (X) (X)),0.005736982431,174.307663,8.276380533,0.8371207,inform,match_scores,1
2041,2041,204,Haricharan genre Carnatic music. Sonu Nigam genre Carnatic music. M. S. Subbulakshmi genre Carnatic music.,Haricharan Carnatic music Sonu Nigam M. S. Subbulakshmi,inform,"
Haricharan, Sonu Nigam, and M. S. Subbulakshmi are Carnatic music artists.",11,1,3,(X (X) (X) (X)),0.01054527161,94.82923126,30.13040489,0.93332696,inform,match,1
2056,2056,205,Eddie Holland genre rhythm and blues. Aretha Franklin genre rhythm and blues. I Couldn't Cry If I Wanted To performer Eddie Holland. Eddie Holland country of citizenship United States of America. Leaving Here performer Eddie Holland.,Eddie Holland rhythm and blues Aretha Franklin I Couldn't Cry If I Wanted To United States of America Leaving Here,inform,Eddie Holland is a rhythm and blues musician from the United States of America. His work includes I Couldn't Cry If I Wanted To and Leaving Here.,27,1,5,(X (X) (X) (X) (X) (X)),0.02184245377,45.78240204,35.79692129,0.79127055,inform,match_scores,1
2066,2066,206,Jennifer Connelly rating good. Jennifer Connelly award received Broadcast Film Critics Association Award for Best Supporting Actress.,good Jennifer Connelly Broadcast Film Critics Association Award for Best Supporting Actress,give_opinion," Jennifer Connelly is a good actress, as she has won the Broadcast Film Critics Association Award for Best Supporting Actress.",20,1,2,(X (X) (X)),0.03236666748,30.89598274,40.09238281,0.93855786,give_opinion,match_scores,1
2074,2074,207,Ariana Grande genre samba. Luiz Ayrão genre samba. Ariana Grande award received Nickelodeon Kids' Choice Awards. Ariana Grande genre soul music. Ariana Grande award received Nickelodeon Kids' Choice Awards. João Gilberto genre samba. Nelson Gonçalves genre samba.,Ariana Grande samba Luiz Ayrão Nickelodeon Kids' Choice Awards soul music Nickelodeon Kids' Choice Awards João Gilberto Nelson Gonçalves,inform," Ariana Grande is a samba and soul music artist who received Nickelodeon Kids' Choice Awards. Luiz Ayrão, João Gilberto, and Nelson Gonçalves are also samba music artists.",27,1,7,(X (X) (X) (X) (X) (X) (X) (X)),0.01670948617,59.84624481,13.35189985,0.8461298,inform,match,1
2084,2084,208,Luther Campbell rating okay. Freak for Life performer Luther Campbell. Banned in the U.S.A. performer Luther Campbell.,okay Luther Campbell Freak for Life Banned in the U.S.A.,give_opinion," Luther Campbell, who performed Freak for Life and Banned in the U.S.A., is an okay artist in my opinion.",19,1,3,(X (X) (X) (X)),0.009878977402,101.2250519,37.03046834,0.84582466,give_opinion,match_scores,1
2092,2092,209,Freddie Mercury country of citizenship Sultanate of Zanzibar. Ali bin Hamud of Zanzibar country of citizenship Sultanate of Zanzibar. Freddie Mercury genre hard rock. Ali bin Said of Zanzibar country of citizenship Sultanate of Zanzibar.,Freddie Mercury Sultanate of Zanzibar Ali bin Hamud of Zanzibar hard rock Ali bin Said of Zanzibar,inform," Freddie Mercury and Ali bin Hamud of Zanzibar, as well as Ali bin Said of Zanzibar are all from the Sultanate of Zanzibar and are hard rock musicians.",28,1,4,(X (X) (X) (X) (X)),0.02501936504,39.96903992,30.52718704,0.95401883,give_opinion,all_scores,0
2108,2108,210,David Bowie rating excellent. David Bowie genre alternative rock. Jared Leto genre alternative rock.,excellent David Bowie alternative rock Jared Leto,give_opinion,I think David Bowie is an excellent alternative rock musician - his music is just amazing.,16,1,3,(X (X) (X) (X)),0.02301401978,43.4517746,6.839596062,0.63992983,give_opinion,match_scores,1
2113,2113,211,Selena Gomez genre rock music. Clarence Clemons genre rock music. Selena Gomez genre dance-pop. Selena Gomez genre pop rock.,Selena Gomez rock music Clarence Clemons dance-pop pop rock,inform,Selena Gomez and Clarence Clemons are both rock music artists. Selena Gomez also does dance-pop and pop rock.,18,1,4,(X (X) (X) (X) (X)),0.01149151283,87.02074432,7.88727299,0.88025254,inform,match_scores,1
2124,2124,212,Boris Moiseev genre pop music. Maria von Trapp genre pop music. Boris Moiseev country of citizenship Soviet Union. Patrizio Buanne genre pop music.,Boris Moiseev pop music Maria von Trapp Soviet Union Patrizio Buanne,inform," Boris Moiseev is a Soviet Union-based pop music artist, as is Maria von Trapp and Patrizio Buanne.",17,1,4,(X (X) (X) (X) (X)),0.006635468409,150.7052612,12.8037224,0.94697094,inform,match_scores,1
2134,2134,213,Rufus Thomas genre blues. Billie Holiday genre blues. Rufus Thomas date of birth 1917-03-26T00:00:00Z. That Woman Is Poison! performer Rufus Thomas. (Do the) Push and Pull performer Rufus Thomas. Rufus Thomas genre rhythm and blues. Randy Newman genre blues.,Rufus Thomas blues Billie Holiday 1917-03-26T00:00:00Z That Woman Is Poison! (Do the) Push and Pull rhythm and blues Randy Newman,inform,"
Rufus Thomas was a blues and rhythm and blues artist born in 1917 who performed the songs That Woman Is Poison! and (Do the) Push and Pull.",27,1,7,(X (X) (X) (X) (X) (X) (X) (X)),0.006836604669,146.2714386,36.45548948,0.63161975,inform,match_scores,1
2145,2145,214,Zella Day record label Hollywood Records. Hollywood Records genre various genre. Sunday in Heaven performer Zella Day. Sunday in Heaven performer Zella Day. Zella Day country of citizenship United States of America. Zella Day date of birth 1995-03-13T00:00:00Z. Hilary Duff record label Hollywood Records.,Zella Day Hollywood Records various genre Sunday in Heaven Sunday in Heaven United States of America 1995-03-13T00:00:00Z Hilary Duff,inform,Zella Day is an American artist who is signed to Hollywood Records and covers a variety of genres. Her single Sunday in Heaven was released in 1995.,27,1,7,(X (X) (X) (X) (X) (X) (X) (X)),0.01668139911,59.94701004,7.696339439,0.6479771,inform,match_scores,1
2150,2150,215,Freddie Mercury rating okay. Freddie Mercury country of citizenship Sultanate of Zanzibar. Freddie Mercury record label Polydor Records.,okay Freddie Mercury Sultanate of Zanzibar Polydor Records,verify_attribute,So you said Freddie Mercury's music was just okay. Does that also go for other artist from the Sultanate of Zanzibar signed to Polydor Records?,25,1,3,(X (X) (X) (X)),0.01347838807,74.19284821,7.066026049,0.80818474,verify_attribute,match_scores,1
2167,2167,216,Hoku genre soul music. Alicia Keys genre soul music. Perfect Day performer Hoku. Another Dumb Blonde performer Hoku. George Michael genre soul music. George Michael genre soul music.,Hoku soul music Alicia Keys Perfect Day Another Dumb Blonde George Michael George Michael,inform,"
Hoku is a soul music artist who has released tracks like Perfect Day and Another Dumb Blonde. Alicia Keys is also a soul music artist, as is George Michael.",29,1,6,(X (X) (X) (X) (X) (X) (X)),0.01763991688,56.68960953,8.036517486,0.76766944,inform,match_scores,1
2178,2178,217,Beverley Craven genre pop rock. Alanis Morissette genre pop rock. Woman to Woman performer Beverley Craven. Hayley Williams genre pop rock.,Beverley Craven pop rock Alanis Morissette Woman to Woman Hayley Williams,inform," Beverley Craven, Alanis Morissette, and Hayley Williams are pop rock musicians. Beverley Craven is the performer of Woman to Woman.",20,1,4,(X (X) (X) (X) (X)),0.01607293349,62.21639633,10.66554916,0.90533406,inform,match_scores,1
2183,2183,218,Lisa Marie Presley rating okay. To Whom It May Concern performer Lisa Marie Presley.,okay Lisa Marie Presley To Whom It May Concern,verify_attribute," You said that To Whom It May Concern was okay, do you think the same for other work by Lisa Marie Presley?",22,1,2,(X (X) (X)),0.01555723597,64.27877045,20.28736642,0.82406026,verify_attribute,match_scores,1
2199,2199,219,Selena Gomez genre rock music. Gianna Nannini genre rock music. Selena Gomez genre dance-pop. Selena Gomez genre dance-pop. Shania Twain genre rock music. Gil Ofarim genre rock music.,Selena Gomez rock music Gianna Nannini dance-pop dance-pop Shania Twain Gil Ofarim,inform,"
Selena Gomez is a musician who plays a variety of genres, including rock music, dance-pop, and dance-pop. Gianna Nannini is a rock music musician, Shania Twain is a rock music musician, and Gil Ofarim is a rock music musician.",39,1,6,(X (X) (X) (X) (X) (X) (X)),0.05260346454,19.01015472,3.719995774,0.6499148,inform,match,1
2203,2203,220,Elvis Presley genre rock and roll. Brad Wilk genre rock and roll.,Elvis Presley rock and roll Brad Wilk,suggest," Have you ever listened to any rock and roll artists, like Elvis Presley and Brad Wilk?",16,1,2,(X (X) (X)),0.02523974212,39.62005615,11.75029694,0.8429025,suggest,match_scores,1
2216,2216,221,Austin Butler genre pop music. Mandy Capristo genre pop music. Austin Butler record label Hollywood Records. Feyd-Rautha Harkonnen performer Austin Butler.,Austin Butler pop music Mandy Capristo Hollywood Records Feyd-Rautha Harkonnen,inform," Austin Butler, who is signed with Hollywood Records, is a pop music artist. He is also featured in the song Feyd-Rautha Harkonnen by Mandy Capristo.",25,1,4,(X (X) (X) (X) (X)),0.009128922418,109.541954,5.7543559,0.87835044,inform,match_scores,1
2227,2227,222,Kanye West genre hip hop music. Brittany Murphy genre hip hop music. Kanye West country of citizenship United States of America. Vanilla Ice genre hip hop music.,Kanye West hip hop music Brittany Murphy United States of America Vanilla Ice,inform,"
Kanye West, Brittany Murphy and Vanilla Ice are American hip hop musicians.",12,1,4,(X (X) (X) (X) (X)),0.01957184206,51.09381104,11.35935489,0.89154124,inform,match_scores,1
2236,2236,223,Ricki-Lee genre contemporary R&B. Lea Salonga genre contemporary R&B.,Ricki-Lee contemporary R&B Lea Salonga,inform,Ricki-Lee and Lea Salonga are both contemporary R&B musicans.,9,1,2,(X (X) (X)),0.004390656402,227.7563782,26.20251007,0.8869444,give_opinion,all_scores,0
2245,2245,224,Scarlett Johansson award received Time 100. Dolly Parton award received Time 100. Scarlett Johansson award received star on Hollywood Walk of Fame. Scarlett Johansson award received Honorary César.,Scarlett Johansson Time 100 Dolly Parton star on Hollywood Walk of Fame Honorary César,inform," Scarlett Johansson has been awarded with Time 100, a star on Hollywood Walk of Fame and the Honorary César.",19,1,4,(X (X) (X) (X) (X)),0.01875394681,53.32210922,29.92569675,0.8844577,inform,match_scores,1
2255,2255,225,Matt Nathanson genre folk music. Water Bearer genre folk music. Girl Named Tom genre folk music.,Matt Nathanson folk music Water Bearer Girl Named Tom,inform," Matt Nathanson, Water Bearer and Girl Named Tom are folk music artists.",12,1,3,(X (X) (X) (X)),0.002299156557,434.9421082,17.49380575,0.9053156,give_opinion,all_scores,0
2265,2265,226,Aaron Carter rating okay. 2 Good 2 B True performer Aaron Carter. 2 Good 2 B True genre pop music.,okay Aaron Carter 2 Good 2 B True pop music,give_opinion,The pop music of Aaron Carter's 2 Good 2 B True is only okay in my opinion.,17,1,3,(X (X) (X) (X)),0.001874522545,533.4691772,24.62395303,0.9214294,give_opinion,match_scores,1
2270,2270,227,Ryan Gosling award received Satellite Awards. Robert Rodriguez award received Satellite Awards. City of Stars performer Ryan Gosling. Ryan Gosling date of birth 1980-11-12T00:00:00Z. Ryan Gosling genre folk rock. Jeffrey Tambor award received Satellite Awards.,Ryan Gosling Satellite Awards Robert Rodriguez City of Stars 1980-11-12T00:00:00Z folk rock Jeffrey Tambor,inform," Ryan Gosling, a folk rock musician who was born on 1980-11-12T00:00:00Z, is one of the recipients of the Satellite Awards along with Robert Rodriguez and Jeffrey Tambor. His popular song is City of Stars.",34,1,6,(X (X) (X) (X) (X) (X) (X)),0.0299689523,33.36786652,25.21830686,0.88088185,inform,match_scores,1
2289,2289,228,Allie X country of citizenship Canada. Canada award received Nansen Refugee Award.,Allie X Canada Nansen Refugee Award,suggest," Did you ever listen to a singer from Canada, like Allie X, who was awarded the Nansen Refugee Award?",19,1,2,(X (X) (X)),0.01373090724,72.82839966,8.461633959,0.8529027,suggest,match_scores,1
2295,2295,229,Eminem record label Interscope Records. Mark Wahlberg record label Interscope Records. Eminem award received Grammy Award for Best Rap Album. Eminem record label Aftermath Entertainment. Keke Palmer record label Interscope Records.,Eminem Interscope Records Mark Wahlberg Grammy Award for Best Rap Album Aftermath Entertainment Keke Palmer,inform,"
Eminem is a rapper signed to Aftermath Entertainment and Interscope Records. He has won the Grammy Award for Best Rap Album. Mark Wahlberg and Keke Palmer are also signed to Interscope Records.",32,1,5,(X (X) (X) (X) (X) (X)),0.09764425742,10.24125767,18.94855225,0.88353467,inform,match_scores,1
2309,2309,230,Aaron Carter rating okay. Oh Aaron performer Aaron Carter.,okay Aaron Carter Oh Aaron,verify_attribute,You said that Aaron Carter's Oh Aaron was just okay. Does that sentiment extend to all of Aaron Carter's music?,20,1,2,(X (X) (X)),0.009715991528,102.9231033,4.108053662,0.89004296,verify_attribute,match_scores,1
