,mr,da,test_pseudo_utt,domain,type,n_hops,num_triples,pseudo_mr
2013,inform = yes | name = Barbarossa | genres = fantasy | instance_of = board game | min_players = 3 | developer = Klaus Teuber | domain = board game,inform,Barbarossa Fantasy Board Game 3 Klaus Teuber,board games,board game,1,5,Barbarossa genre fantasy. Barbarossa instance of board game. Barbarossa minimum number of players 3. Barbarossa developer Klaus Teuber. Barbarossa domain board game.
2014,inform = yes | name = Cosmic Encounter | genres = science fiction | instance_of = board game | min_players = 3 | publication_year = 1977 | domain = board game,inform,Cosmic Encounter Science Fiction Board Game 3 1977,board games,board game,1,5,Cosmic Encounter genre science fiction. Cosmic Encounter instance of board game. Cosmic Encounter minimum number of players 3. Cosmic Encounter publication date 1977. Cosmic Encounter domain board game.
2015,inform = yes | name = Mystery Motive for Murder | genres = mystery fiction | publication_year = 2015 | instance_of = board game | min_players = 1 | domain = board game,inform,Mystery Motive For Murder Mystery Fiction 2015 Board Game 1,board games,board game,1,5,Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder publication date 2015. Mystery Motive for Murder instance of board game. Mystery Motive for Murder minimum number of players 1. Mystery Motive for Murder domain board game.
2016,inform = yes | name = Punaisten ja valkoisten taistelu Suomessa 1918 | genres = wargame | publication_year = 1918 | country_of_origin = Finland | instance_of = board game | max_players = 2 | domain = board game,inform,Punaisten Ja Valkoisten Taistelu Suomessa 1918 Wargame 1918 Finland Board Game 2,board games,board game,1,6,Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 publication date 1918. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 instance of board game. Punaisten ja valkoisten taistelu Suomessa 1918 maximum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.
2017,inform = yes | name = Scotland Yard | genres = deduction game | instance_of = board game | max_players = 6 | publication_year = 1983 | domain = board game,inform,Scotland Yard Deduction Game Board Game 6 1983,board games,board game,1,5,Scotland Yard genre deduction game. Scotland Yard instance of board game. Scotland Yard maximum number of players 6. Scotland Yard publication date 1983. Scotland Yard domain board game.
2018,inform = yes | name = Mangala | genres = abstract strategy game | based_on = mancala | min_players = 2 | max_players = 2 | instance_of = board game | domain = board game,inform,Mangala Abstract Strategy Game Mancala 2 2 Board Game,board games,board game,1,6,Mangala genre abstract strategy game. Mangala based on mancala. Mangala minimum number of players 2. Mangala maximum number of players 2. Mangala instance of board game. Mangala domain board game.
2019,inform = yes | name = HeroQuest | genres = fantasy | publisher = Games Workshop | instance_of = board game | domain = board game,inform,Heroquest Fantasy Games Workshop Board Game,board games,board game,1,4,HeroQuest genre fantasy. HeroQuest publisher Games Workshop. HeroQuest instance of board game. HeroQuest domain board game.
2020,inform = yes | name = Cosmic Encounter | genres = science fiction | publication_year = 1977 | min_players = 3 | instance_of = board game | max_players = 8 | domain = board game,inform,Cosmic Encounter Science Fiction 1977 3 Board Game 8,board games,board game,1,6,Cosmic Encounter genre science fiction. Cosmic Encounter publication date 1977. Cosmic Encounter minimum number of players 3. Cosmic Encounter instance of board game. Cosmic Encounter maximum number of players 8. Cosmic Encounter domain board game.
2021,inform = yes | name = Lord of the Rings | genres = fantasy | max_players = 5 | developer = Reiner Knizia | min_players = 2 | instance_of = board game | based_on = The Lord of the Rings | domain = board game,inform,Lord Of The Rings Fantasy 5 Reiner Knizia 2 Board Game The Lord Of The Rings,board games,board game,1,7,Lord of the Rings genre fantasy. Lord of the Rings maximum number of players 5. Lord of the Rings developer Reiner Knizia. Lord of the Rings minimum number of players 2. Lord of the Rings instance of board game. Lord of the Rings based on The Lord of the Rings. Lord of the Rings domain board game.
2022,inform = yes | name = Thurn and Taxis | genres = historical board game | publisher = Hans im Glück | min_players = 2 | instance_of = board game | developer = Karen Seyfarth | domain = board game,inform,Thurn And Taxis Historical Board Game Hans Im Glück 2 Board Game Karen Seyfarth,board games,board game,1,6,Thurn and Taxis genre historical board game. Thurn and Taxis publisher Hans im Glück. Thurn and Taxis minimum number of players 2. Thurn and Taxis instance of board game. Thurn and Taxis developer Karen Seyfarth. Thurn and Taxis domain board game.
2023,inform = yes | name = Punaisten ja valkoisten taistelu Suomessa 1918 | genres = wargame | country_of_origin = Finland | min_players = 2 | domain = board game,inform,Punaisten Ja Valkoisten Taistelu Suomessa 1918 Wargame Finland 2,board games,board game,1,4,Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 minimum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.
2024,inform = yes | name = War of 1812 | genres = wargame | instance_of = board game | max_players = 2 | publication_year = 1973 | publisher = Columbia Games | domain = board game,inform,War Of 1812 Wargame Board Game 2 1973 Columbia Games,board games,board game,1,6,War of 1812 genre wargame. War of 1812 instance of board game. War of 1812 maximum number of players 2. War of 1812 publication date 1973. War of 1812 publisher Columbia Games. War of 1812 domain board game.
2025,inform = yes | name = Dune | genres = science fiction | max_players = 6 | publication_year = 1979 | instance_of = board game | min_players = 2 | publisher = Avalon Hill | domain = board game,inform,Dune Science Fiction 6 1979 Board Game 2 Avalon Hill,board games,board game,1,7,Dune genre science fiction. Dune maximum number of players 6. Dune publication date 1979. Dune instance of board game. Dune minimum number of players 2. Dune publisher Avalon Hill. Dune domain board game.
2026,inform = yes | name = Thurn and Taxis | genres = historical board game | publication_year = 2006 | instance_of = board game | max_players = 4 | domain = board game,inform,Thurn And Taxis Historical Board Game 2006 Board Game 4,board games,board game,1,5,Thurn and Taxis genre historical board game. Thurn and Taxis publication date 2006. Thurn and Taxis instance of board game. Thurn and Taxis maximum number of players 4. Thurn and Taxis domain board game.
2027,inform = yes | name = Barbarossa | genres = fantasy | developer = Klaus Teuber | min_players = 3 | max_players = 6 | publication_year = 1988 | publisher = Franckh-Kosmos | domain = board game,inform,Barbarossa Fantasy Klaus Teuber 3 6 1988 Franckh-Kosmos,board games,board game,1,7,Barbarossa genre fantasy. Barbarossa developer Klaus Teuber. Barbarossa minimum number of players 3. Barbarossa maximum number of players 6. Barbarossa publication date 1988. Barbarossa publisher Franckh-Kosmos. Barbarossa domain board game.
2028,inform = yes | name = Battle Masters | genres = fantasy | max_players = 2 | publication_year = 1992 | based_on = Warhammer | instance_of = board game | min_players = 2 | domain = board game,inform,Battle Masters Fantasy 2 1992 Warhammer Board Game 2,board games,board game,1,7,Battle Masters genre fantasy. Battle Masters maximum number of players 2. Battle Masters publication date 1992. Battle Masters based on Warhammer. Battle Masters instance of board game. Battle Masters minimum number of players 2. Battle Masters domain board game.
2029,inform = yes | name = Battle Masters | genres = fantasy | instance_of = board game | min_players = 2 | based_on = Warhammer | publication_year = 1992 | max_players = 2 | domain = board game,inform,Battle Masters Fantasy Board Game 2 Warhammer 1992 2,board games,board game,1,7,Battle Masters genre fantasy. Battle Masters instance of board game. Battle Masters minimum number of players 2. Battle Masters based on Warhammer. Battle Masters publication date 1992. Battle Masters maximum number of players 2. Battle Masters domain board game.
2030,inform = yes | name = Battle Masters | genres = fantasy | min_players = 2 | max_players = 2 | based_on = Warhammer | domain = board game,inform,Battle Masters Fantasy 2 2 Warhammer,board games,board game,1,5,Battle Masters genre fantasy. Battle Masters minimum number of players 2. Battle Masters maximum number of players 2. Battle Masters based on Warhammer. Battle Masters domain board game.
2031,inform = yes | name = Twilight Struggle | genres = board wargame | min_players = 2 | max_players = 2 | publisher = GMT Games | instance_of = board game | domain = board game,inform,Twilight Struggle Board Wargame 2 2 Gmt Games Board Game,board games,board game,1,6,Twilight Struggle genre board wargame. Twilight Struggle minimum number of players 2. Twilight Struggle maximum number of players 2. Twilight Struggle publisher GMT Games. Twilight Struggle instance of board game. Twilight Struggle domain board game.
2032,inform = yes | name = Chicago | genres = strategy game | publication_year = 1986 | min_players = 2 | instance_of = board game | domain = board game,inform,Chicago Strategy Game 1986 2 Board Game,board games,board game,1,5,Chicago genre strategy game. Chicago publication date 1986. Chicago minimum number of players 2. Chicago instance of board game. Chicago domain board game.
2033,inform = yes | name = Star Realms | genres = science fiction | min_players = 2 | publication_year = 2014 | max_players = 6 | publisher = White Wizard Games | instance_of = board game | domain = board game,inform,Star Realms Science Fiction 2 2014 6 White Wizard Games Board Game,board games,board game,1,7,Star Realms genre science fiction. Star Realms minimum number of players 2. Star Realms publication date 2014. Star Realms maximum number of players 6. Star Realms publisher White Wizard Games. Star Realms instance of board game. Star Realms domain board game.
2034,inform = yes | name = Axis and Allies | genres = board wargame | instance_of = board game | developer = Larry Harris | max_players = 5 | domain = board game,inform,Axis And Allies Board Wargame Board Game Larry Harris 5,board games,board game,1,5,Axis and Allies genre board wargame. Axis and Allies instance of board game. Axis and Allies developer Larry Harris. Axis and Allies maximum number of players 5. Axis and Allies domain board game.
