mr,mr_new,pseudo_mr,da,num_triples,num_values,n_hops
"inform(name[La maja desnuda], creator[Francisco Goya], genres[portrait, nude], inception[1800], movements[Romanticism], location[Museo del Prado], materials[canvas, oil paint])","La maja desnuda  creator Francisco Goya. La maja desnuda  genres portrait, nude. La maja desnuda  inception 1800. La maja desnuda  movements Romanticism. La maja desnuda  location Museo del Prado. La maja desnuda  materials canvas, oil paint. ","La Maja Desnuda Francisco Goya Portrait, Nude 1800 Romanticism Museo Del Prado Canvas, Oil Paint",inform,6,9,1
"inform(name[A Burial at Ornans], creator[Gustave Courbet], inception[1841], materials[canvas, oil paint], location[Musée d'Orsay], movements[literary realism])","A Burial at Ornans  creator Gustave Courbet. A Burial at Ornans  inception 1841. A Burial at Ornans  materials canvas, oil paint. A Burial at Ornans  location Musée dOrsay. A Burial at Ornans  movements literary realism. ","A Burial At Ornans Gustave Courbet 1841 Canvas, Oil Paint Musée D'Orsay Literary Realism",inform,5,7,1
"inform(name[Arnolfini Portrait], creator[Jan van Eyck], materials[oak panel, oil paint], movements[Early Netherlandish painting], inception[1434])","Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  materials oak panel, oil paint. Arnolfini Portrait  movements Early Netherlandish painting. Arnolfini Portrait  inception 1434. ","Arnolfini Portrait Jan Van Eyck Oak Panel, Oil Paint Early Netherlandish Painting 1434",inform,4,6,1
"inform(name[Soft Construction with Boiled Beans], creator[Salvador Dalí], inception[1936])",Soft Construction with Boiled Beans  creator Salvador Dalí. Soft Construction with Boiled Beans  inception 1936. ,Soft Construction With Boiled Beans Salvador Dalí 1936,inform,2,3,1
"inform(name[The Bridge at Narni], creator[Jean-Baptiste Camille Corot], inception[1826], location[Louvre], materials[paper, canvas, oil paint])","The Bridge at Narni  creator Jean-Baptiste Camille Corot. The Bridge at Narni  inception 1826. The Bridge at Narni  location Louvre. The Bridge at Narni  materials paper, canvas, oil paint. ","The Bridge At Narni Jean-Baptiste Camille Corot 1826 Louvre Paper, Canvas, Oil Paint",inform,4,7,1
"inform(name[Soft Construction with Boiled Beans], creator[Salvador Dalí], location[Philadelphia Museum of Art], movements[surrealism], inception[1936])",Soft Construction with Boiled Beans  creator Salvador Dalí. Soft Construction with Boiled Beans  location Philadelphia Museum of Art. Soft Construction with Boiled Beans  movements surrealism. Soft Construction with Boiled Beans  inception 1936. ,Soft Construction With Boiled Beans Salvador Dalí Philadelphia Museum Of Art Surrealism 1936,inform,4,5,1
"inform(name[Saturn Devouring His Son], creator[Francisco Goya], genres[mythological painting], movements[Romanticism], location[Museo del Prado], materials[mixed technique, canvas, wall])","Saturn Devouring His Son  creator Francisco Goya. Saturn Devouring His Son  genres mythological painting. Saturn Devouring His Son  movements Romanticism. Saturn Devouring His Son  location Museo del Prado. Saturn Devouring His Son  materials mixed technique, canvas, wall. ","Saturn Devouring His Son Francisco Goya Mythological Painting Romanticism Museo Del Prado Mixed Technique, Canvas, Wall",inform,5,8,1
"inform(name[Café Terrace at Night], creator[Vincent van Gogh], materials[canvas, oil paint], genres[cityscape], location[Kröller-Müller Museum], movements[post-impressionism])","Café Terrace at Night  creator Vincent van Gogh. Café Terrace at Night  materials canvas, oil paint. Café Terrace at Night  genres cityscape. Café Terrace at Night  location Kröller-Müller Museum. Café Terrace at Night  movements post-impressionism. ","Café Terrace At Night Vincent Van Gogh Canvas, Oil Paint Cityscape Kröller-Müller Museum Post-Impressionism",inform,5,7,1
"inform(name[The Night Watch], creator[Rembrandt], genres[schutterstuk], inception[1642], location[Rijksmuseum], materials[canvas, oil paint], movements[Dutch Golden Age painting])","The Night Watch  creator Rembrandt. The Night Watch  genres schutterstuk. The Night Watch  inception 1642. The Night Watch  location Rijksmuseum. The Night Watch  materials canvas, oil paint. The Night Watch  movements Dutch Golden Age painting. ","The Night Watch Rembrandt Schutterstuk 1642 Rijksmuseum Canvas, Oil Paint Dutch Golden Age Painting",inform,6,8,1
"inform(name[Virgin of the Consellers], creator[Lluís Dalmau], materials[oil paint, tempera, oak panel], inception[1445], movements[Gothic painting], location[Museu Nacional d'Art de Catalunya], genres[religious art])","Virgin of the Consellers  creator Lluís Dalmau. Virgin of the Consellers  materials oil paint, tempera, oak panel. Virgin of the Consellers  inception 1445. Virgin of the Consellers  movements Gothic painting. Virgin of the Consellers  location Museu Nacional dArt de Catalunya. Virgin of the Consellers  genres religious art. ","Virgin Of The Consellers Lluís Dalmau Oil Paint, Tempera, Oak Panel 1445 Gothic Painting Museu Nacional D'Art De Catalunya Religious Art",inform,6,9,1
"inform(name[Arnolfini Portrait], creator[Jan van Eyck], inception[1434], movements[Early Netherlandish painting], materials[oak panel, oil paint], genres[portrait], location[National Gallery])","Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  inception 1434. Arnolfini Portrait  movements Early Netherlandish painting. Arnolfini Portrait  materials oak panel, oil paint. Arnolfini Portrait  genres portrait. Arnolfini Portrait  location National Gallery. ","Arnolfini Portrait Jan Van Eyck 1434 Early Netherlandish Painting Oak Panel, Oil Paint Portrait National Gallery",inform,6,8,1
"inform(name[Spoliarium], creator[Juan Luna], materials[wood, oil paint], inception[1884])","Spoliarium  creator Juan Luna. Spoliarium  materials wood, oil paint. Spoliarium  inception 1884. ","Spoliarium Juan Luna Wood, Oil Paint 1884",inform,3,5,1
"inform(name[Supper at Emmaus], creator[Caravaggio], location[Milan], movements[Baroque])",Supper at Emmaus  creator Caravaggio. Supper at Emmaus  location Milan. Supper at Emmaus  movements Baroque. ,Supper At Emmaus Caravaggio Milan Baroque,inform,3,4,1
"inform(name[Judith Beheading Holofernes], creator[Caravaggio], inception[1599], genres[religious art], materials[canvas, oil paint])","Judith Beheading Holofernes  creator Caravaggio. Judith Beheading Holofernes  inception 1599. Judith Beheading Holofernes  genres religious art. Judith Beheading Holofernes  materials canvas, oil paint. ","Judith Beheading Holofernes Caravaggio 1599 Religious Art Canvas, Oil Paint",inform,4,6,1
"inform(name[David and Goliath], creator[Caravaggio], materials[canvas, oil paint], movements[Baroque])","David and Goliath  creator Caravaggio. David and Goliath  materials canvas, oil paint. David and Goliath  movements Baroque. ","David And Goliath Caravaggio Canvas, Oil Paint Baroque",inform,3,5,1
"inform(name[Babylonian Captivity], creator[Eugène Delacroix], inception[1842], materials[canvas, oil paint])","Babylonian Captivity  creator Eugène Delacroix. Babylonian Captivity  inception 1842. Babylonian Captivity  materials canvas, oil paint. ","Babylonian Captivity Eugène Delacroix 1842 Canvas, Oil Paint",inform,3,5,1
"inform(name[Café Terrace at Night], creator[Vincent van Gogh], location[Kröller-Müller Museum], genres[cityscape], movements[post-impressionism])",Café Terrace at Night  creator Vincent van Gogh. Café Terrace at Night  location Kröller-Müller Museum. Café Terrace at Night  genres cityscape. Café Terrace at Night  movements post-impressionism. ,Café Terrace At Night Vincent Van Gogh Kröller-Müller Museum Cityscape Post-Impressionism,inform,4,5,1
"inform(name[The Starry Night], creator[Vincent van Gogh], materials[canvas, oil paint], genres[landscape art], location[Museum of Modern Art], movements[post-impressionism])","The Starry Night  creator Vincent van Gogh. The Starry Night  materials canvas, oil paint. The Starry Night  genres landscape art. The Starry Night  location Museum of Modern Art. The Starry Night  movements post-impressionism. ","The Starry Night Vincent Van Gogh Canvas, Oil Paint Landscape Art Museum Of Modern Art Post-Impressionism",inform,5,7,1
"inform(name[The Garden of Earthly Delights], creator[Hieronymus Bosch], location[Museo del Prado])",The Garden of Earthly Delights  creator Hieronymus Bosch. The Garden of Earthly Delights  location Museo del Prado. ,The Garden Of Earthly Delights Hieronymus Bosch Museo Del Prado,inform,2,3,1
"inform(name[The Coronation of Napoleon], creator[Jacques-Louis David], inception[1808], materials[canvas, oil paint], movements[Romanticism], location[Louvre], genres[history painting])","The Coronation of Napoleon  creator Jacques-Louis David. The Coronation of Napoleon  inception 1808. The Coronation of Napoleon  materials canvas, oil paint. The Coronation of Napoleon  movements Romanticism. The Coronation of Napoleon  location Louvre. The Coronation of Napoleon  genres history painting. ","The Coronation Of Napoleon Jacques-Louis David 1808 Canvas, Oil Paint Romanticism Louvre History Painting",inform,6,8,1
"inform(name[The Haywain Triptych], creator[Hieronymus Bosch], movements[Early Netherlandish painting], materials[panel, oil paint], genres[religious art])","The Haywain Triptych  creator Hieronymus Bosch. The Haywain Triptych  movements Early Netherlandish painting. The Haywain Triptych  materials panel, oil paint. The Haywain Triptych  genres religious art. ","The Haywain Triptych Hieronymus Bosch Early Netherlandish Painting Panel, Oil Paint Religious Art",inform,4,6,1
"inform(name[The Tiger Hunt], creator[Peter Paul Rubens], location[Museum of Fine Arts of Rennes], genres[genre art], materials[canvas, oil paint])","The Tiger Hunt  creator Peter Paul Rubens. The Tiger Hunt  location Museum of Fine Arts of Rennes. The Tiger Hunt  genres genre art. The Tiger Hunt  materials canvas, oil paint. ","The Tiger Hunt Peter Paul Rubens Museum Of Fine Arts Of Rennes Genre Art Canvas, Oil Paint",inform,4,6,1
"inform(name[Arnolfini Portrait], creator[Jan van Eyck], materials[oak panel, oil paint], movements[Early Netherlandish painting])","Arnolfini Portrait  creator Jan van Eyck. Arnolfini Portrait  materials oak panel, oil paint. Arnolfini Portrait  movements Early Netherlandish painting. ","Arnolfini Portrait Jan Van Eyck Oak Panel, Oil Paint Early Netherlandish Painting",inform,3,5,1
"inform(name[The Garden of Earthly Delights], creator[Hieronymus Bosch], genres[religious art], materials[panel, oil paint])","The Garden of Earthly Delights  creator Hieronymus Bosch. The Garden of Earthly Delights  genres religious art. The Garden of Earthly Delights  materials panel, oil paint. ","The Garden Of Earthly Delights Hieronymus Bosch Religious Art Panel, Oil Paint",inform,3,5,1
"inform(name[Lochis Madonna], creator[Titian], inception[1507], movements[Venetian school, High Renaissance])","Lochis Madonna  creator Titian. Lochis Madonna  inception 1507. Lochis Madonna  movements Venetian school, High Renaissance. ","Lochis Madonna Titian 1507 Venetian School, High Renaissance",inform,3,5,1
"inform(name[Saturn Devouring His Son], creator[Francisco Goya], inception[1820], location[Museo del Prado])",Saturn Devouring His Son  creator Francisco Goya. Saturn Devouring His Son  inception 1820. Saturn Devouring His Son  location Museo del Prado. ,Saturn Devouring His Son Francisco Goya 1820 Museo Del Prado,inform,3,4,1
"inform(name[Impression, Sunrise], creator[Claude Monet], movements[Impressionism], inception[1872], materials[canvas, oil paint])","Impression, Sunrise  creator Claude Monet. Impression, Sunrise  movements Impressionism. Impression, Sunrise  inception 1872. Impression, Sunrise  materials canvas, oil paint. ","Impression, Sunrise Claude Monet Impressionism 1872 Canvas, Oil Paint",inform,4,7,1
"inform(name[Water Lilies], creator[Claude Monet], materials[oil paint], inception[1919], genres[landscape art], location[Metropolitan Museum of Art], movements[Impressionism])",Water Lilies  creator Claude Monet. Water Lilies  materials oil paint. Water Lilies  inception 1919. Water Lilies  genres landscape art. Water Lilies  location Metropolitan Museum of Art. Water Lilies  movements Impressionism. ,Water Lilies Claude Monet Oil Paint 1919 Landscape Art Metropolitan Museum Of Art Impressionism,inform,6,7,1
"inform(name[Judith Beheading Holofernes], creator[Caravaggio], materials[canvas, oil paint], inception[1599], genres[religious art])","Judith Beheading Holofernes  creator Caravaggio. Judith Beheading Holofernes  materials canvas, oil paint. Judith Beheading Holofernes  inception 1599. Judith Beheading Holofernes  genres religious art. ","Judith Beheading Holofernes Caravaggio Canvas, Oil Paint 1599 Religious Art",inform,4,6,1
"inform(name[The Swing], creator[Jean-Honoré Fragonard], materials[canvas, oil paint], movements[Rococo], inception[1767])","The Swing  creator Jean-Honoré Fragonard. The Swing  materials canvas, oil paint. The Swing  movements Rococo. The Swing  inception 1767. ","The Swing Jean-Honoré Fragonard Canvas, Oil Paint Rococo 1767",inform,4,6,1
"inform(name[Babylonian Captivity], creator[Eugène Delacroix], genres[religious art], inception[1842], materials[canvas, oil paint], location[Palais Bourbon], movements[Romanticism])","Babylonian Captivity  creator Eugène Delacroix. Babylonian Captivity  genres religious art. Babylonian Captivity  inception 1842. Babylonian Captivity  materials canvas, oil paint. Babylonian Captivity  location Palais Bourbon. Babylonian Captivity  movements Romanticism. ","Babylonian Captivity Eugène Delacroix Religious Art 1842 Canvas, Oil Paint Palais Bourbon Romanticism",inform,6,8,1
