mr,mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
Irish Terrier drooling never drools. Irish Terrier max height female 18.0. Irish Terrier max life expectancy 15. Irish Terrier protectiveness very alert. Irish Terrier max weight male 27.0. Irish Terrier trainability trainable. Irish Terrier shedding minimal shedding. Irish Terrier domain animals.,Irish Terrier drooling never drools. Irish Terrier max height female 18.0. Irish Terrier max life expectancy 15. Irish Terrier protectiveness very alert. Irish Terrier max weight male 27.0. Irish Terrier trainability trainable. Irish Terrier shedding minimal shedding. Irish Terrier domain animals.,Irish Terrier Never Drools 18.0 15 Very Alert 27.0 Trainable Minimal Shedding," The Irish Terrier is a trainable dog that is very alert and protective, and it never drools. It can reach a maximum height of 18.0 inches for females and 27.0 inches for males, and its life expectancy is usually 15 years. It has minimal shedding.",inform,dogs,8,1
Mountain Cur playfulness playful. Mountain Cur barking sometimes barks. Mountain Cur ratings alright. Mountain Cur max life expectancy 13. Mountain Cur shedding average shedding. Mountain Cur domain animals.,Mountain Cur playfulness playful. Mountain Cur barking sometimes barks. Mountain Cur ratings alright. Mountain Cur max life expectancy 13. Mountain Cur shedding average shedding. Mountain Cur domain animals.,Mountain Cur Playful Sometimes Barks Alright 13 Average Shedding," The Mountain Cur is a playful dog that sometimes barks, has an average shedding rate and an expected life span of 13 years.",inform,dogs,6,1
Deutscher Wachtelhund domain animals.,Deutscher Wachtelhund domain animals.,Deutscher Wachtelhund,The Deutscher Wachtelhund is a domesticated animal.,inform,dogs,1,1
Hokkaido trainability easy trainable. Hokkaido good with other dogs friendly to other dogs. Hokkaido max weight male 66.0. Hokkaido domain animals.,Hokkaido trainability easy trainable. Hokkaido good with other dogs friendly to other dogs. Hokkaido max weight male 66.0. Hokkaido domain animals.,Hokkaido Easy Trainable Friendly To Other Dogs 66.0,The Hokkaido is easy to train and friendly to other dogs. The maximum weight of a male Hokkaido is 66.0.,inform,dogs,4,1
Norfolk Terrier trainability trainable. Norfolk Terrier protectiveness mainly alert. Norfolk Terrier good with children most kid-friendly. Norfolk Terrier domain animals.,Norfolk Terrier trainability trainable. Norfolk Terrier protectiveness mainly alert. Norfolk Terrier good with children most kid-friendly. Norfolk Terrier domain animals.,Norfolk Terrier Trainable Mainly Alert Most Kid-Friendly," The Norfolk Terrier is a trainable and mainly alert dog, that is also kid-friendly.",inform,dogs,4,1
American Water Spaniel playfulness playful. American Water Spaniel coat length short coat. American Water Spaniel drooling never drools. American Water Spaniel good with other dogs friendly to other dogs. American Water Spaniel domain animals.,American Water Spaniel playfulness playful. American Water Spaniel coat length short coat. American Water Spaniel drooling never drools. American Water Spaniel good with other dogs friendly to other dogs. American Water Spaniel domain animals.,American Water Spaniel Playful Short Coat Never Drools Friendly To Other Dogs,The American Water Spaniel is a playful breed with a short coat that never drools. It is very friendly to other dogs.,inform,dogs,5,1
Shih Tzu max height female 10.5. Shih Tzu trainability easy trainable. Shih Tzu shedding no shedding. Shih Tzu domain animals.,Shih Tzu max height female 10.5. Shih Tzu trainability easy trainable. Shih Tzu shedding no shedding. Shih Tzu domain animals.,Shih Tzu 10.5 Easy Trainable No Shedding," The Shih Tzu is an easy to train and non-shedding dog, with a maximum height of 10.5 inches for females.",inform,dogs,4,1
Great Pyrenees max height female 32.0. Great Pyrenees ratings alright. Great Pyrenees shedding average shedding. Great Pyrenees coat length short coat. Great Pyrenees protectiveness very alert. Great Pyrenees max weight female 90.0. Great Pyrenees domain animals.,Great Pyrenees max height female 32.0. Great Pyrenees ratings alright. Great Pyrenees shedding average shedding. Great Pyrenees coat length short coat. Great Pyrenees protectiveness very alert. Great Pyrenees max weight female 90.0. Great Pyrenees domain animals.,Great Pyrenees 32.0 Alright Average Shedding Short Coat Very Alert 90.0," The Great Pyrenees is a large breed of dog, with the female reaching a max height of 32.0 inches and a max weight of 90.0 pounds. It has an average shedding, short coat and is very alert and protective. Its ratings are alright.",inform,dogs,7,1
Keeshond grooming average amount of grooming. Keeshond trainability very easy to train. Keeshond max height female 18.0. Keeshond max height male 18.0. Keeshond domain animals.,Keeshond grooming average amount of grooming. Keeshond trainability very easy to train. Keeshond max height female 18.0. Keeshond max height male 18.0. Keeshond domain animals.,Keeshond Average Amount Of Grooming Very Easy To Train 18.0 18.0,The Keeshond is an easy to train dog with an average amount of grooming needs. Both males and females reach a max height of 18 inches.,inform,dogs,5,1
Miniature American Shepherd protectiveness alert. Miniature American Shepherd good with children most kid-friendly. Miniature American Shepherd drooling sometimes drool. Miniature American Shepherd max weight male 40.0. Miniature American Shepherd shedding average shedding. Miniature American Shepherd barking sometimes barks. Miniature American Shepherd domain animals.,Miniature American Shepherd protectiveness alert. Miniature American Shepherd good with children most kid-friendly. Miniature American Shepherd drooling sometimes drool. Miniature American Shepherd max weight male 40.0. Miniature American Shepherd shedding average shedding. Miniature American Shepherd barking sometimes barks. Miniature American Shepherd domain animals.,Miniature American Shepherd Alert Most Kid-Friendly Sometimes Drool 40.0 Average Shedding Sometimes Barks," The Miniature American Shepherd is alert and protective, and is typically very kid-friendly. It may sometimes drool and bark, and it sheds moderately. The maximum weight of a male Miniature American Shepherd is 40.0 pounds.",inform,dogs,7,1
Croatian Sheepdog coat length short coat. Croatian Sheepdog good with children kid-friendly. Croatian Sheepdog drooling average drool. Croatian Sheepdog domain animals.,Croatian Sheepdog coat length short coat. Croatian Sheepdog good with children kid-friendly. Croatian Sheepdog drooling average drool. Croatian Sheepdog domain animals.,Croatian Sheepdog Short Coat Kid-Friendly Average Drool,The Croatian Sheepdog  has a short coat and is known to be kid-friendly. It also has an average drool.,inform,dogs,4,1
Border Terrier trainability easy trainable. Border Terrier good with strangers very friendly to strangers. Border Terrier domain animals.,Border Terrier trainability easy trainable. Border Terrier good with strangers very friendly to strangers. Border Terrier domain animals.,Border Terrier Easy Trainable Very Friendly To Strangers,The Border Terrier is easy to train and very friendly to strangers.,inform,dogs,3,1
Dandie Dinmont Terrier protectiveness mainly alert. Dandie Dinmont Terrier coat length short coat. Dandie Dinmont Terrier max life expectancy 15. Dandie Dinmont Terrier domain animals.,Dandie Dinmont Terrier protectiveness mainly alert. Dandie Dinmont Terrier coat length short coat. Dandie Dinmont Terrier max life expectancy 15. Dandie Dinmont Terrier domain animals.,Dandie Dinmont Terrier Mainly Alert Short Coat 15," The Dandie Dinmont Terrier is mainly alert, with a short coat and a maximum life expectancy of 15 years.",inform,dogs,4,1
Bavarian Mountain Scent Hound good with other dogs friendly to other dogs. Bavarian Mountain Scent Hound grooming lots of grooming. Bavarian Mountain Scent Hound max life expectancy 15. Bavarian Mountain Scent Hound domain animals.,Bavarian Mountain Scent Hound good with other dogs friendly to other dogs. Bavarian Mountain Scent Hound grooming lots of grooming. Bavarian Mountain Scent Hound max life expectancy 15. Bavarian Mountain Scent Hound domain animals.,Bavarian Mountain Scent Hound Friendly To Other Dogs Lots Of Grooming 15,The Bavarian Mountain Scent Hound is friendly to other dogs and requires lots of grooming. It has a maximum life expectancy of 15 years.,inform,dogs,4,1
Swedish Vallhund shedding more than average shedding. Swedish Vallhund barking sometimes barks. Swedish Vallhund max height male 13.75. Swedish Vallhund energy more energy. Swedish Vallhund max weight male 35.0. Swedish Vallhund protectiveness alert. Swedish Vallhund domain animals.,Swedish Vallhund shedding more than average shedding. Swedish Vallhund barking sometimes barks. Swedish Vallhund max height male 13.75. Swedish Vallhund energy more energy. Swedish Vallhund max weight male 35.0. Swedish Vallhund protectiveness alert. Swedish Vallhund domain animals.,Swedish Vallhund More Than Average Shedding Sometimes Barks 13.75 More Energy 35.0 Alert,The Swedish Vallhund is an alert and protective dog with more energy than average. It sheds more than average and sometimes barks. It has a maximum height of 13.75 for males and maximum weight of 35.0 for males.,inform,dogs,7,1
Biewer Terrier good with other dogs most friendly to other dogs. Biewer Terrier shedding no shedding. Biewer Terrier max life expectancy 16. Biewer Terrier domain animals.,Biewer Terrier good with other dogs most friendly to other dogs. Biewer Terrier shedding no shedding. Biewer Terrier max life expectancy 16. Biewer Terrier domain animals.,Biewer Terrier Most Friendly To Other Dogs No Shedding 16," The Biewer Terrier is a friendly dog, known for getting along with other dogs. It has no shedding and a maximum life expectancy of 16 years.",inform,dogs,4,1
American English Coonhound playfulness playful. American English Coonhound max height female 26.0. American English Coonhound good with strangers friendly to strangers. American English Coonhound max height male 26.0. American English Coonhound coat length short coat. American English Coonhound domain animals.,American English Coonhound playfulness playful. American English Coonhound max height female 26.0. American English Coonhound good with strangers friendly to strangers. American English Coonhound max height male 26.0. American English Coonhound coat length short coat. American English Coonhound domain animals.,American English Coonhound Playful 26.0 Friendly To Strangers 26.0 Short Coat,The American English Coonhound is a playful and friendly breed with both males and females having a maximum height of 26 inches and a short coat. They are friendly to strangers.,inform,dogs,6,1
Sloughi max weight female 50.0. Sloughi grooming most grooming. Sloughi good with children kid-friendly. Sloughi domain animals.,Sloughi max weight female 50.0. Sloughi grooming most grooming. Sloughi good with children kid-friendly. Sloughi domain animals.,Sloughi 50.0 Most Grooming Kid-Friendly,The Sloughi is a kid-friendly breed with a maximum weight for females of 50.0 and is most grooming.,inform,dogs,4,1
Lhasa Apso grooming average amount of grooming. Lhasa Apso coat length short coat. Lhasa Apso protectiveness very alert. Lhasa Apso domain animals.,Lhasa Apso grooming average amount of grooming. Lhasa Apso coat length short coat. Lhasa Apso protectiveness very alert. Lhasa Apso domain animals.,Lhasa Apso Average Amount Of Grooming Short Coat Very Alert,The Lhasa Apso has a short coat and requires an average amount of grooming. It is very alert and protective.,inform,dogs,4,1
Portuguese Pointer barking sometimes barks. Portuguese Pointer good with other dogs friendly to other dogs. Portuguese Pointer drooling sometimes drool. Portuguese Pointer domain animals.,Portuguese Pointer barking sometimes barks. Portuguese Pointer good with other dogs friendly to other dogs. Portuguese Pointer drooling sometimes drool. Portuguese Pointer domain animals.,Portuguese Pointer Sometimes Barks Friendly To Other Dogs Sometimes Drool," The Portuguese Pointer is sometimes friendly to other dogs, and it can sometimes bark and drool.",inform,dogs,4,1
