,Unnamed: 0,index,mr_new,pseudo_mr,da,text,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
5013,5013,501,Stargazing genres electronic dance music. Stargazing record label Ultra Music. Stargazing from album Stargazing. Stargazing domain songs.,Stargazing Electronic Dance Music Ultra Music Stargazing,inform,Stargazing by Ultra Music is an electronic dance music song from the album Stargazing.,1,4,(X (X) (X) (X) (X)),0.01278348633,78.22592163,6.250381528,0.93376905,inform,match
5022,5022,502,Seven Nation Army genres alternative rock. Seven Nation Army from album Elephant. Seven Nation Army record label XL Recordings. Seven Nation Army domain songs.,Seven Nation Army Alternative Rock Elephant Xl Recordings,inform,Seven Nation Army is an alternative rock song from the album Elephant by XL Recordings.,1,4,(X (X) (X) (X) (X)),0.005135819125,194.710907,10.34360301,0.8826973,inform,match
5036,5036,503,Blurred Lines genres contemporary R&B. Blurred Lines rating excellent. Blurred Lines publication year 2013. Blurred Lines domain songs.,Blurred Lines Contemporary R&B Excellent 2013,inform,Blurred Lines is an excellent contemporary R&B song released in 2013.,1,4,(X (X) (X) (X) (X)),0.01814669385,55.10645676,13.91231164,0.8388967,inform,match
5046,5046,504,Black Barbies genres hip hop music. Black Barbies from album N/A. Black Barbies publication year 2016. Black Barbies domain songs.,Black Barbies Hip Hop Music N/A 2016,inform,Black Barbies is a hip hop song from 2016.,1,4,(X (X) (X) (X) (X)),0.006992718976,143.0058899,9.287529,0.8799023,inform,match
5050,5050,505,In My Bed genres soul music. In My Bed from album Frank. In My Bed performer Amy Winehouse. In My Bed domain songs.,In My Bed Soul Music Frank Amy Winehouse,inform,In My Bed by Amy Winehouse is a soul song from the album Frank.,1,4,(X (X) (X) (X) (X)),0.004929897751,202.8439636,12.87433051,0.84735537,inform,match
5062,5062,506,The Way I Are genres pop music. The Way I Are producer Joel Little. The Way I Are record label Warner Bros. Records. The Way I Are domain songs.,The Way I Are Pop Music Joel Little Warner Bros. Records,inform," The Way I Are is a pop song by Warner Bros. Records, produced by Joel Little.",1,4,(X (X) (X) (X) (X)),0.01630425386,61.33368683,27.85468517,0.87532276,inform,match
5072,5072,507,So Good genres pop rap. So Good publication year 2012. So Good from album Strange Clouds. So Good domain songs.,So Good Pop Rap 2012 Strange Clouds,inform,So Good is a pop rap song from the 2012 album Strange Clouds.,1,4,(X (X) (X) (X) (X)),0.005454703142,183.3280334,8.493098745,0.8422399,inform,match
5085,5085,508,Every Breath You Take genres pop rock. Every Breath You Take performer The Police. Every Breath You Take record label A&M Records. Every Breath You Take domain songs.,Every Breath You Take Pop Rock The Police A&M Records,inform," Every Breath You Take is a pop rock song by The Police, released on A&M Records.",1,4,(X (X) (X) (X) (X)),0.01765028316,56.65631485,26.34333477,0.8802206,inform,match
5095,5095,509,Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony record label Hut Records. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony domain songs.,Bitter Sweet Symphony Alternative Rock Hut Records Youth,inform," Bitter Sweet Symphony is an alternative rock song by Youth, published by Hut Records.",1,4,(X (X) (X) (X) (X)),0.004252827534,235.1376801,11.98091453,0.88723826,inform,match
5107,5107,510,About Damn Time genres disco. About Damn Time producer Ricky Reed. About Damn Time rating good. About Damn Time domain songs.,About Damn Time Disco Ricky Reed Good,inform,About Damn Time is a good disco song produced by Ricky Reed.,1,4,(X (X) (X) (X) (X)),0.002854565266,350.31604,14.45892467,0.8960889,give_opinion,all
5113,5113,511,Feel Again genres pop music. Feel Again rating excellent. Feel Again record label Interscope Records. Feel Again domain songs.,Feel Again Pop Music Excellent Interscope Records,inform,Feel Again is an excellent pop song released by Interscope Records.,1,4,(X (X) (X) (X) (X)),0.01414803256,70.68120575,9.578464409,0.8557079,give_opinion,all
5125,5125,512,Mr. Brightside genres indie rock. Mr. Brightside publication year 2003. Mr. Brightside performer The Killers. Mr. Brightside domain songs.,Mr. Brightside Indie Rock 2003 The Killers,inform,Mr. Brightside is an indie rock song from 2003 by The Killers.,1,4,(X (X) (X) (X) (X)),0.009150189549,109.2873535,13.91231164,0.9067485,inform,match
5139,5139,513,I Was Gonna Cancel genres synth-pop. I Was Gonna Cancel from album Kiss Me Once. I Was Gonna Cancel performer Kylie Minogue. I Was Gonna Cancel domain songs.,I Was Gonna Cancel Synth-Pop Kiss Me Once Kylie Minogue,inform," I Was Gonna Cancel is a synth-pop song by Kylie Minogue, from the album Kiss Me Once.",1,4,(X (X) (X) (X) (X)),0.02035182642,49.13563919,20.4281953,0.88836783,inform,match
5140,5140,514,Style genres pop rock. Style record label Republic Records. Style from album 1989. Style domain songs.,Style Pop Rock Republic Records 1989,inform,Style is a pop rock song released by Republic Records from the 1989 album 1989.,1,4,(X (X) (X) (X) (X)),0.007889298941,126.7539749,5.816635421,0.85920656,inform,match
5151,5151,515,Old Town Road genres Southern hip hop. Old Town Road producer Atticus Ross. Old Town Road rating excellent. Old Town Road domain songs.,Old Town Road Southern Hip Hop Atticus Ross Excellent,inform,Old Town Road by Atticus Ross is an excellent Southern hip hop song.,1,4,(X (X) (X) (X) (X)),0.004738968084,211.0164032,13.91231164,0.9491658,give_opinion,all
5169,5169,516,All or Nothing genres pop music. All or Nothing record label Arista Records. All or Nothing performer Milli Vanilli. All or Nothing domain songs.,All Or Nothing Pop Music Arista Records Milli Vanilli,inform," All or Nothing is a pop song by Milli Vanilli, released on Arista Records.",1,4,(X (X) (X) (X) (X)),0.02775447353,36.03022766,7.655122721,0.9151454,inform,match
5175,5175,517,Stairway to Heaven genres hard rock. Stairway to Heaven rating excellent. Stairway to Heaven publication year 1971. Stairway to Heaven domain songs.,Stairway To Heaven Hard Rock Excellent 1971,inform,Stairway to Heaven is an excellent hard rock song released in 1971.,1,4,(X (X) (X) (X) (X)),0.02169213265,46.09966278,4.065425429,0.89709544,inform,match
5189,5189,518,Somebody That I Used to Know genres indie pop. Somebody That I Used to Know record label Island Records. Somebody That I Used to Know from album Making Mirrors. Somebody That I Used to Know domain songs.,Somebody That I Used To Know Indie Pop Island Records Making Mirrors,inform," Somebody That I Used to Know is an indie pop song by Island Records, from the album Making Mirrors.",1,4,(X (X) (X) (X) (X)),0.01425894954,70.13139343,15.82128589,0.8550622,inform,match
5197,5197,519,Money for Nothing genres rock music. Money for Nothing record label Vertigo. Money for Nothing rating excellent. Money for Nothing domain songs.,Money For Nothing Rock Music Vertigo Excellent,inform,Money for Nothing by Vertigo is an excellent rock song.,1,4,(X (X) (X) (X) (X)),0.003185506258,313.9218445,4.932351569,0.89700556,give_opinion,all
5202,5202,520,The Way I Are genres pop music. The Way I Are publication year 2017. The Way I Are rating excellent. The Way I Are domain songs.,The Way I Are Pop Music 2017 Excellent,inform,The Way I Are is an excellent pop song released in 2017.,1,4,(X (X) (X) (X) (X)),0.006812272902,146.7938843,20.44800736,0.83787465,inform,match
5212,5212,521,Break My Soul genres disco. Break My Soul producer Tricky Stewart. Break My Soul performer Beyoncé. Break My Soul domain songs.,Break My Soul Disco Tricky Stewart Beyoncé,inform," Break My Soul is a disco song by Beyoncé, produced by Tricky Stewart.",1,4,(X (X) (X) (X) (X)),0.006931732965,144.2640686,12.87433051,0.9140814,inform,match
5220,5220,522,Stairway to Heaven genres hard rock. Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven rating excellent. Stairway to Heaven domain songs.,Stairway To Heaven Hard Rock Led Zeppelin Iv Excellent,inform,Stairway to Heaven is an excellent hard rock song by Led Zeppelin IV.,1,4,(X (X) (X) (X) (X)),0.02399844151,41.66937256,6.754312829,0.9437032,give_opinion,all
5238,5238,523,Wanna Get to Know You genres hip hop music. Wanna Get to Know You rating good. Wanna Get to Know You record label G-Unit Records. Wanna Get to Know You domain songs.,Wanna Get To Know You Hip Hop Music Good G-Unit Records,inform,Wanna Get to Know You is a good hip hop song released by G-Unit Records.,1,4,(X (X) (X) (X) (X)),0.01700954185,58.79053116,8.471785908,0.8817727,inform,match
5248,5248,524,Careless Whisper genres pop music. Careless Whisper record label Columbia Records. Careless Whisper rating excellent. Careless Whisper domain songs.,Careless Whisper Pop Music Columbia Records Excellent,inform,Careless Whisper is an excellent pop song released by Columbia Records.,1,4,(X (X) (X) (X) (X)),0.009271147028,107.8615189,9.578464409,0.8958229,give_opinion,all
5258,5258,525,Over It genres sentimental ballad. Over It producer Billy Steinberg. Over It rating good. Over It domain songs.,Over It Sentimental Ballad Billy Steinberg Good,inform,Over It is a good sentimental ballad produced by Billy Steinberg.,1,4,(X (X) (X) (X) (X)),0.003013282702,331.8639832,9.578464409,0.9531078,give_opinion,all
5269,5269,526,As It Was genres new wave. As It Was from album Harrys House. As It Was publication year 2022. As It Was domain songs.,As It Was New Wave Harrys House 2022,inform," As It Was is a new wave song from Harrys House, released in 2022.",1,4,(X (X) (X) (X) (X)),0.002368182748,422.2647095,11.98091453,0.86880344,inform,match
5279,5279,527,Anti-Hero genres synth-pop. Anti-Hero publication year 2022. Anti-Hero rating excellent. Anti-Hero domain songs.,Anti-Hero Synth-Pop 2022 Excellent,inform,Anti-Hero is an excellent synth-pop song from 2022.,1,4,(X (X) (X) (X) (X)),0.005182185415,192.9687805,5.669791111,0.9204392,give_opinion,all
5281,5281,528,Paint It Black genres rock music. Paint It Black from album Aftermath. Paint It Black producer Andrew Loog Oldham. Paint It Black domain songs.,Paint It Black Rock Music Aftermath Andrew Loog Oldham,inform," Paint It Black is a rock song from Aftermath, produced by Andrew Loog Oldham.",1,4,(X (X) (X) (X) (X)),0.00715999736,139.664856,15.91178311,0.89609206,inform,match
5299,5299,529,About Damn Time genres disco. About Damn Time from album N/A. About Damn Time record label Nice Life Recording Company. About Damn Time domain songs.,About Damn Time Disco N/A Nice Life Recording Company,inform,About Damn Time is a disco song from Nice Life Recording Company.,1,4,(X (X) (X) (X) (X)),0.002737369572,365.314209,27.96842458,0.84957606,inform,match
5301,5301,530,Stereotypes genres Britpop. Stereotypes publication year 1996. Stereotypes producer Stephen Street. Stereotypes domain songs.,Stereotypes Britpop 1996 Stephen Street,inform," Stereotypes is a Britpop song from 1996, produced by Stephen Street.",1,4,(X (X) (X) (X) (X)),0.008892525359,112.4539948,7.768562846,0.9064782,inform,match
5310,5310,531,Habibi genres reggaeton. Habibi rating excellent. Habibi record label Sony Music. Habibi domain songs.,Habibi Reggaeton Excellent Sony Music,inform,Habibi is an excellent reggaeton song released by Sony Music.,1,4,(X (X) (X) (X) (X)),0.005176341648,193.1866302,8.295193507,0.9381271,inform,match
5326,5326,532,Stereotypes genres Britpop. Stereotypes rating good. Stereotypes producer Stephen Street. Stereotypes domain songs.,Stereotypes Britpop Good Stephen Street,inform,Stereotypes is a good Britpop song produced by Stephen Street.,1,4,(X (X) (X) (X) (X)),0.003898051581,256.5384216,8.913765521,0.9041762,give_opinion,all
5337,5337,533,Poison genres dance-pop. Poison from album Killer Love. Poison producer RedOne. Poison domain songs.,Poison Dance-Pop Killer Love Redone,inform," Poison is a dance-pop song from Killer Love, produced by RedOne.",1,4,(X (X) (X) (X) (X)),0.00476861527,209.704483,6.837203339,0.85593754,inform,match
5349,5349,534,Marilyn Monroe genres funk. Marilyn Monroe performer Pharrell Williams. Marilyn Monroe publication year 2014. Marilyn Monroe domain songs.,Marilyn Monroe Funk Pharrell Williams 2014,inform,Marilyn Monroe by Pharrell Williams is a funk song from 2014.,1,4,(X (X) (X) (X) (X)),0.008332851756,120.0069351,10.12799301,0.94010955,inform,match
5355,5355,535,Que Calor genres Latin music. Que Calor producer Diplo. Que Calor record label Mad Decent. Que Calor domain songs.,Que Calor Latin Music Diplo Mad Decent,inform,Que Calor is a Latin music song produced by Diplo and released by Mad Decent.,1,4,(X (X) (X) (X) (X)),0.008955605893,111.6619034,7.655122721,0.88447994,inform,match
5367,5367,536,I Still... genres pop rock. I Still... performer Backstreet Boys. I Still... publication year 2005. I Still... domain songs.,I Still... Pop Rock Backstreet Boys 2005,inform,I Still... by Backstreet Boys is a pop rock song from 2005.,1,4,(X (X) (X) (X) (X)),0.004687441774,213.3359833,27.22589423,0.8931731,inform,match
5372,5372,537,Space Oddity genres folk rock. Space Oddity producer Gus Dudgeon. Space Oddity rating excellent. Space Oddity domain songs.,Space Oddity Folk Rock Gus Dudgeon Excellent,inform,Space Oddity is an excellent folk rock song produced by Gus Dudgeon.,1,4,(X (X) (X) (X) (X)),0.007637264434,130.9369354,8.737167852,0.9035694,give_opinion,all
5389,5389,538,Money for Nothing genres rock music. Money for Nothing rating excellent. Money for Nothing producer Mark Knopfler. Money for Nothing domain songs.,Money For Nothing Rock Music Excellent Mark Knopfler,inform,Money for Nothing is an excellent rock music song produced by Mark Knopfler.,1,4,(X (X) (X) (X) (X)),0.01203613669,83.08313751,6.754312829,0.92994887,give_opinion,all
5399,5399,539,"Right Here, Right Now genres electronic dance music. Right Here, Right Now record label RCA Records. Right Here, Right Now producer Giorgio Moroder. Right Here, Right Now domain songs.","Right Here, Right Now Electronic Dance Music Rca Records Giorgio Moroder",inform," Right Here, Right Now is an electronic dance music song produced by Giorgio Moroder and released by RCA Records.",1,4,(X (X) (X) (X) (X)),0.04203112042,23.79189491,20.21780304,0.913449,inform,match
5406,5406,540,Sweet Home Alabama genres rock music. Sweet Home Alabama record label MCA Records. Sweet Home Alabama from album Second Helping. Sweet Home Alabama domain songs.,Sweet Home Alabama Rock Music Mca Records Second Helping,inform,Sweet Home Alabama is a rock song from MCA Records' album Second Helping.,1,4,(X (X) (X) (X) (X)),0.00515470364,193.9975739,13.29241788,0.8885588,inform,match
5418,5418,541,Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony from album Urban Hymns. Bitter Sweet Symphony rating excellent. Bitter Sweet Symphony domain songs.,Bitter Sweet Symphony Alternative Rock Urban Hymns Excellent,inform,Bitter Sweet Symphony is an excellent alternative rock song from Urban Hymns.,1,4,(X (X) (X) (X) (X)),0.007454092375,134.1544952,14.45892467,0.94624686,give_opinion,all
5420,5420,542,Dog Eat Dog genres new wave. Dog Eat Dog rating good. Dog Eat Dog performer Adam and the Ants. Dog Eat Dog domain songs.,Dog Eat Dog New Wave Good Adam And The Ants,inform,Dog Eat Dog is a good new wave song by Adam and the Ants.,1,4,(X (X) (X) (X) (X)),0.005753022101,173.8216858,11.11492478,0.9423657,give_opinion,all
