,Unnamed: 0,index,mr_new,pseudo_mr,da,text,,,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,da_acc
1692,1692,169,Sony Music rating excellent. Fools Garden record label Sony Music.,Sony Music Fools Garden excellent,request_explanation,What makes the music from Fools Garden on Sony Music so excellent for you?,14,14,2,2,(X (X (X))),0.003869208748,258.4507751,7.859438682,0.88044864,request_explanation,match_scores,1
1707,1707,170,Dog Eat Dog genre new wave. Sister Feelings Call genre new wave.,Dog Eat Dog Sister Feelings Call new wave,suggest," Are you familiar with new wave music, like Dog Eat Dog by Sister Feelings Call?",15,15,2,2,(X (X (X))),0.00387974909,257.7486267,16.2673926,0.8914539,suggest,match_scores,1
1714,1714,171,The Way I Are (Dance with Somebody) rating good. The Way I Are (Dance with Somebody) publication date 2017.,The Way I Are (Dance with Somebody) good 2017,verify_attribute,"
I know you like The Way I Are (Dance with Somebody). Do you think music released in 2017 is generally good?",21,21,2,2,(X (X (X))),0.01601406607,62.44510269,33.21678143,0.7214828,verify_attribute,match_scores,1
1729,1729,172,Money for Nothing genre rock music. Courtney Love genre rock music. Brothers in Arms tracklist Money for Nothing. Money for Nothing producer Mark Knopfler. Money for Nothing record label Vertigo. Money for Nothing performer Dire Straits. Money for Nothing publication date 1985.,Money for Nothing Courtney Love rock music Brothers in Arms Mark Knopfler Vertigo Dire Straits 1985,inform," Money for Nothing by Dire Straits is a rock music song produced by Mark Knopfler, released in 1985 by Vertigo and featured on Brothers in Arms. Courtney Love is another notable rock artist.",33,33,2,7,(X (X) (X) (X) (X) (X) (X (X))),0.01505714206,66.41366577,9.754648889,0.8779982,inform,match_scores,1
1734,1734,173,Stereotypes genre Britpop. Liam Gallagher genre Britpop. Stereotypes performer Blur. Stereotypes publication date 1996. Stereotypes producer Stephen Street. Stereotypes record label EMI. Blur record label EMI.,Stereotypes Liam Gallagher Britpop Blur 1996 Stephen Street EMI,inform," Stereotypes by Blur is a Britpop single released in 1996 by EMI, produced by Stephen Street. Liam Gallagher is another notable Britpop artist also signed to EMI.",27,27,2,7,(X (X) (X) (X) (X (X)) (X (X))),0.01506734738,66.36868286,4.300662554,0.8515602,inform,match_scores,1
1747,1747,174,i genre hip hop music. 5 O'Clock genre hip hop music. i part of To Pimp a Butterfly. i publication date 2014. Bobby Brown genre hip hop music. Stan genre hip hop music.,i 5 O'Clock hip hop music To Pimp a Butterfly 2014 Bobby Brown Stan,inform," i by Kendrick Lamar is a hip hop song from 2014's To Pimp a Butterfly. Other hip hop music includes 5 O'Clock by T-Pain and Stan by Eminem, as well as Bobby Brown.",33,33,2,6,(X (X) (X) (X (X) (X) (X))),0.0193737269,51.61629486,11.78826286,0.760946,inform,match_scores,1
1755,1755,175,Kings of the Wild Frontier rating excellent. Kings of the Wild Frontier producer Chris Hughes. Fate of Nations producer Chris Hughes.,Kings of the Wild Frontier excellent Chris Hughes Fate of Nations,give_opinion,Kings of the Wild Frontier and Fate of Nations by Chris Hughes are both excellent tracks.,16,16,2,3,(X (X (X) (X))),0.0033907176,294.922821,32.22538602,0.92562675,give_opinion,match_scores,1
1761,1761,176,"Money, Cash, Hoes performer DMX. DMX genre gangsta rap. Money, Cash, Hoes performer Jay-Z. The Blueprint performer Jay-Z. ","Money, Cash, Hoes DMX gangsta rap The Blueprint Jay-Z",inform," Money, Cash, Hoes is a gangsta rap song by DMX and Jay-Z, who also released The Blueprint.",17,17,2,4,(X (X (X)) (X (X))),0.01964452304,50.90477371,22.91421308,0.90797275,inform,match_scores,1
1773,1773,177,King of Sorrow performer Sade. Sade genre rhythm and blues. King of Sorrow genre contemporary R&B.,King of Sorrow Sade rhythm and blues contemporary R&B,inform," Sade's King of Sorrow is a contemporary R&B song, a genre of rhythm and blues.",15,15,2,3,(X (X) (X (X))),0.013905495,71.91401672,23.42290491,0.9019213,inform,match_scores,1
1782,1782,178,Sweet Home Alabama genre rock music. Jack White genre rock music. Sweet Home Alabama publication date 1974. Sweet Home Alabama performer Lynyrd Skynyrd. Sweet Home Alabama producer Al Kooper. Second Helping tracklist Sweet Home Alabama. ZZ Top genre rock music.,Sweet Home Alabama Jack White rock music 1974 Lynyrd Skynyrd Al Kooper Second Helping ZZ Top,inform," Sweet Home Alabama is a rock song by Lynyrd Skynyrd released in 1974, produced by Al Kooper and featured on the album Second Helping. Jack White and ZZ Top are other notable rock music artists.",35,35,2,7,(X (X) (X) (X) (X) (X (X) (X))),0.01877054317,53.27496338,7.752754416,0.88407373,inform,match_scores,1
1799,1799,179,Poison performer Nicole Scherzinger. Nicole Scherzinger genre hip hop music. Nicole Scherzinger part of The Pussycat Dolls.,Poison Nicole Scherzinger hip hop music The Pussycat Dolls,inform," Poison is a hip hop song by Nicole Scherzinger, part of The Pussycat Dolls.",14,14,2,3,(X (X (X) (X))),0.02665721364,37.51329803,13.83436846,0.93325144,inform,match_scores,1
1809,1809,180,Dragostea din tei part of DiscO-Zone. DiscO-Zone genre Eurodance.,Dragostea din tei DiscO-Zone Eurodance,inform,Dragostea din tei is part of the Eurodance album DiscO-Zone.,10,10,2,2,(X (X (X))),0.001518434278,658.5731201,15.85116569,0.92890835,inform,match_scores_PPL,1
1816,1816,181,i performer Kendrick Lamar. Kendrick Lamar genre West Coast hip hop. i producer Rahki. i genre hip hop music. Kendrick Lamar record label Aftermath Entertainment.,i Kendrick Lamar West Coast hip hop Rahki hip hop music Aftermath Entertainment,inform," Kendrick Lamar's ""i"" is a West Coast hip hop song produced by Rahki, released on Aftermath Entertainment.",17,17,2,5,(X (X) (X) (X (X) (X))),0.01232110141,81.16157532,14.96284837,0.87128973,inform,match_scores,1
1826,1826,182,Over It performer Katharine McPhee. Katharine McPhee record label 19 Recordings Ltd..,Over It Katharine McPhee 19 Recordings Ltd.,suggest," Do you like what Katharine McPhee has released on 19 Recordings Ltd., like Over It?",15,15,2,2,(X (X (X))),0.003568422942,280.2358398,18.16725574,0.8917593,suggest,match_scores,1
1839,1839,183,Afterlife rating excellent. Afterlife record label Merge Records.,Afterlife excellent Merge Records,verify_attribute,"
You love Afterlife. Do you usually think Merge Records releases are great?",12,12,2,2,(X (X (X))),0.004504761185,221.9873505,6.285596338,0.7286912,verify_attribute,match_scores,1
1841,1841,184,Blinding Lights producer The Weeknd. The Weeknd genre alternative R&B. Blinding Lights producer Max Martin. Max Martin genre rock music.,Blinding Lights The Weeknd alternative R&B Max Martin rock music,inform," Blinding Lights is an alternative R&B song produced by The Weeknd and Max Martin, who is known for his work in rock music.",23,23,2,4,(X (X (X)) (X (X))),0.02768345873,36.12265396,14.1320521,0.87849504,inform,match_scores_PPL,1
1856,1856,185,Old Town Road rating excellent. Old Town Road genre Southern hip hop.,Old Town Road excellent Southern hip hop,give_opinion,Old Town Road is an excellent song with a great Southern hip hop sound.,14,14,2,2,(X (X (X))),0.006435623438,155.3851013,17.09832369,0.87408805,give_opinion,match_scores,1
1864,1864,186,Habibi (I Need Your Love) genre reggaeton. Josenid genre reggaeton.,Habibi (I Need Your Love) Josenid reggaeton,recommend,Have you heard Habibi (I Need Your Love) by Josenid? It's a reggaeton song.,14,14,2,2,(X (X (X))),0.007976766887,125.3640747,34.82352833,0.90624756,recommend,match_scores,1
1877,1877,187,Wild genre synth-pop. Utada Hikaru genre synth-pop. Blue Neighbourhood tracklist Wild. Wild part of Wild. Wild performer Troye Sivan. Revelation performer Troye Sivan.,Wild Utada Hikaru synth-pop Blue Neighbourhood Revelation Troye Sivan,inform," Wild by Troye Sivan is a synth-pop track featured in the Wild and Revelation albums, as well as Utada Hikaru's Blue Neighbourhood.",22,22,2,6,(X (X) (X) (X (X)) (X (X))),0.01073693909,93.13641357,5.291907394,0.90078944,inform,match_scores,1
1885,1885,188,"Littlest Things part of Alright, Still. Alfie part of Alright, Still. ","Littlest Things Alfie Alright, Still",recommend," Have you heard of the songs Littlest Things and Alfie from the album Alright, Still?",15,15,2,2,(X (X (X))),0.007113663725,140.5745392,11.20375434,0.73763895,recommend,match_scores_PPL,1
1890,1890,189,Take My Breath Away producer Giorgio Moroder. The NeverEnding Story – Original Motion Picture Soundtrack performer Giorgio Moroder.,Take My Breath Away The NeverEnding Story – Original Motion Picture Soundtrack Giorgio Moroder,recommend,Have you heard the song Take My Breath Away from The NeverEnding Story – Original Motion Picture Soundtrack by Giorgio Moroder?,21,21,2,2,(X (X (X))),0.04109039781,24.336586,45.29852872,0.9403154,recommend,match_scores,1
1900,1900,190,Wild performer Troye Sivan. Troye Sivan genre pop music. Blue Neighbourhood tracklist Wild. Wild part of Wild. Wild genre synth-pop. Troye Sivan record label EMI.,Wild Troye Sivan pop music Blue Neighbourhood synth-pop EMI,inform," Wild by Troye Sivan is a synth-pop song released by EMI, as part of the album Blue Neighbourhood.",18,18,2,6,(X (X) (X) (X) (X (X) (X))),0.02090930228,47.82560349,6.228496954,0.86608607,inform,match_scores,1
1910,1910,191,Pumped Up Kicks genre pop rock. Selena Gomez genre pop rock. Pumped Up Kicks record label Columbia Records. Pumped Up Kicks performer Foster the People. Aretha Franklin genre pop rock. Zendaya genre pop rock.,Pumped Up Kicks Selena Gomez pop rock Columbia Records Foster the People Aretha Franklin Zendaya,inform," Pumped Up Kicks by Foster the People is a pop rock song released by Columbia Records. Pop rock is also popularly performed by Aretha Franklin, Selena Gomez, and Zendaya.",29,29,2,6,(X (X) (X) (X (X) (X) (X))),0.02337419669,42.78221893,10.51377297,0.8852675,inform,match_scores,1
1927,1927,192,Paint It Black genre rock music. ZZ Top genre rock music.,Paint It Black ZZ Top rock music,inform," Paint It Black is a rock music song, similar to the style of ZZ Top.",15,15,2,2,(X (X (X))),0.01534291961,65.17664337,12.51223692,0.86334807,inform,match,1
1937,1937,193,As It Was performer Harry Styles. Harry Styles genre pop music. As It Was record label Columbia Records. As It Was publication date 2022. As It Was genre synth-pop. Harry Styles genre traditional folk music. Harry Styles genre Britpop.,As It Was Harry Styles pop music Columbia Records 2022 synth-pop traditional folk music Britpop,inform," In 2022, Harry Styles, who is associated with pop music, traditional folk music, Britpop and synth-pop, released ""As It Was"" through Columbia Records.",23,23,2,7,(X (X) (X) (X) (X (X) (X) (X))),0.01737891923,57.54097748,10.85894367,0.91197664,inform,match_scores,1
1944,1944,194,Que Calor producer Diplo. Diplo genre electronic music. Que Calor part of Music Is the Weapon. Que Calor genre Latin music. Que Calor performer J Balvin.,Que Calor Diplo electronic music Music Is the Weapon Latin music J Balvin,inform," Que Calor by J Balvin is a Latin music produced by Diplo, part of the electronic music album Music Is the Weapon.",22,22,2,5,(X (X) (X) (X) (X (X))),0.006135119798,162.9960022,16.34453553,0.9415133,inform,match_scores,1
1956,1956,195,Stargazing rating excellent. Stargazing producer Kygo.,Stargazing excellent Kygo,verify_attribute,You love Stargazing which was produced by Kygo. Do you think all of Kygo's music is excellent?,17,17,2,2,(X (X (X))),0.01146047525,87.25641632,2.664321121,0.8298894,verify_attribute,match_scores,1
1967,1967,196,Evolution genre nu metal. Significant Other genre nu metal. Evolution record label EMI. Evolution part of Untitled Korn album. Evolution publication date 2007. Evolution producer Atticus Ross.,Evolution Significant Other nu metal EMI Untitled Korn album 2007 Atticus Ross,inform," Evolution is a nu metal track from the 2007 EMI released Untitled Korn album, produced by Atticus Ross. Significant Other is another example of nu metal.",26,26,2,6,(X (X) (X) (X) (X) (X (X))),0.005357409413,186.6573792,8.517399705,0.8941588,inform,match_scores,1
1971,1971,197,About Damn Time genre disco. Y.M.C.A. genre disco. About Damn Time record label Nice Life Recording Company. About Damn Time record label Atlantic Records. About Damn Time performer Lizzo.,About Damn Time Y.M.C.A. disco Nice Life Recording Company Atlantic Records Lizzo,inform," About Damn Time is a disco song by Lizzo, released by Nice Life Recording Company and Atlantic Records. Y.M.C.A. is another popular disco song.",24,24,2,5,(X (X) (X) (X) (X (X))),0.0167114451,59.83922958,33.08617374,0.84459615,inform,match,1
1983,1983,198,Kings of the Wild Frontier genre post-punk. More Specials genre post-punk. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier publication date 1980. Kings of the Wild Frontier part of Kings of the Wild Frontier. Milan Mladenović genre post-punk.,Kings of the Wild Frontier More Specials post-punk Chris Hughes 1980 Milan Mladenović,inform,Kings of the Wild Frontier is a 1980 post-punk album by Milan Mladenović produced by Chris Hughes and More Specials is another post-punk band.,24,24,2,6,(X (X) (X) (X) (X (X) (X))),0.007972622334,125.429245,20.59314696,0.8863304,inform,match_scores,1
1999,1999,199,Que Calor producer Diplo. Diplo genre moombahton.,Que Calor Diplo moombahton,suggest," Are you into moombahton music, like Diplo's Que Calor?",9,9,2,2,(X (X (X))),0.003362045677,297.4379578,8.295193507,0.9060447,suggest,match_scores_PPL,1
2000,2000,200,Y.M.C.A. genre disco. Alla Pugacheva genre disco. Y.M.C.A. performer Village People. Y.M.C.A. publication date 1978. Dynasty genre disco.,Y.M.C.A. Alla Pugacheva disco Village People 1978 Dynasty,inform,Y.M.C.A. is a 1978 disco song by the Village People. Alla Pugacheva and Dynasty are also disco artists.,18,18,2,5,(X (X) (X) (X (X) (X))),0.006930014844,144.2998352,33.41317422,0.8858884,inform,match_scores,1
2013,2013,201,Korn rating good. Korn record label Immortal Records.,Korn good Immortal Records,request_explanation,What do you like about Korn's music from Immortal Records that makes it good?,14,14,2,2,(X (X (X))),0.008924686046,112.0487595,5.816635421,0.8222344,request_explanation,match_scores_PPL,1
2028,2028,202,So Good performer B.o.B. B.o.B genre alternative hip hop. So Good record label Atlantic Records. So Good producer Ryan Tedder. So Good publication date 2012. So Good part of Strange Clouds. I'll Be in the Sky performer B.o.B.,So Good B.o.B alternative hip hop Atlantic Records Ryan Tedder 2012 Strange Clouds I'll Be in the Sky,inform," B.o.B's 2012 alternative hip hop song ""So Good,"" produced by Ryan Tedder and released by Atlantic Records, is part of the album Strange Clouds. Another work of B.o.B is ""I'll Be in the Sky"".",34,34,2,7,(X (X) (X) (X) (X) (X (X) (X))),0.0227134686,44.02674103,19.87471419,0.8120784,inform,match_scores,1
