,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,
9800,9800,980,Downton Abbey rating good. Downton Abbey creator Julian Fellowes. The English Game screenwriter Julian Fellowes. Downton Abbey domain tv.,give_opinion," Downton Abbey is a good show, thanks to the talented creator, Julian Fellowes.",3,3,(X (X (X (X))),Downton Abbey good Downton Abbey Julian Fellowes The English Game,give_opinion,0.99596393,0.03645086054,27.43419456,7.314031827,0.7685638,match_scores,
23243,23243,981,Stargirl genre action television series. Supernatural genre action television series. Stargirl cast member Amy Smart. Stargirl cast member Alex Collins. Stargirl cast member Neil Jackson. Blade: The Series cast member Neil Jackson. Stargirl domain tv.,inform," Stargirl is an action television series starring Amy Smart, Alex Collins, and Neil Jackson.",2,4,(X (X) (X) (X (X)) (X (X))),Stargirl action television series Supernatural | Stargirl Amy Smart | Stargirl Alex Collins | Stargirl Neil Jackson Blade: The Series,inform,0.99291915,0.00913805036,109.4325333,11.43144196,0.7702101,match_scores_PPL,
74250,74250,982,Lucifer rating good. Lucifer characters Chloe Decker. Chloe Decker creator Tom Kapinos. Lucifer domain tv.,verify_attribute,You said Lucifer was good. Do you usually like shows created by Tom Kapinos and starring Chloe Decker?,3,3,(X (X (X (X))),Lucifer good Lucifer Chloe Decker Tom Kapinos,verify_attribute,0.99356043,0.003341035074,299.3084412,5.993031481,0.7592553,match_scores,
9832,9832,983,Lucifer rating good. Lucifer characters Mazikeen. Mazikeen creator Neil Gaiman. Lucifer domain tv.,give_opinion," Lucifer is a good show, especially with the character of Mazikeen, created by Neil Gaiman.",3,3,(X (X (X (X))),Lucifer good Lucifer Mazikeen Neil Gaiman,give_opinion,0.9584736,0.01135172596,88.09233093,5.401157445,0.80644,match_scores,
23272,23272,984,Vikings screenwriter Michael Hirst. Michael Hirst genre historical prose literature. Vikings characters Cwenthryth. Vikings characters Johannes Scotus Eriugena. Vikings characters Jesus. Veil of Veronica creator Jesus. Vikings domain tv.,inform," Vikings is a historical prose literature written by Michael Hirst, featuring characters Cwenthryth, Johannes Scotus Eriugena, and Jesus. It is also the creator of the Veil of Veronica.",2,4,(X (X) (X) (X (X)) (X (X))),Vikings Michael Hirst historical prose literature | Vikings Cwenthryth | Vikings Johannes Scotus Eriugena | Vikings Jesus Veil of Veronica,inform,0.9935614,0.004686132249,213.3955994,11.06095478,0.75121593,match_scores_PPL,
9856,9856,985,Lucifer rating good. Lucifer screenwriter Tom Kapinos. Chloe Decker creator Tom Kapinos. Lucifer domain tv.,give_opinion,Lucifer is a good show with clever writing from Tom Kapinos and a great character like Chloe Decker.,3,3,(X (X (X (X))),Lucifer good Lucifer Tom Kapinos Chloe Decker,give_opinion,0.9908283,0.005189732572,192.6881561,6.336859268,0.76510227,match_scores,
23291,23291,986,True Detective genre drama television series. Prison Break genre drama television series. True Detective genre crime television series. True Detective cast member Adria Arjona. True Detective cast member Matthew McConaughey. Dazed and Confused cast member Matthew McConaughey. True Detective domain tv.,inform," True Detective is a crime and drama television series with Matthew McConaughey and Adria Arjona as cast members. It is not to be confused with the TV series, Prison Break.",2,4,(X (X) (X) (X (X)) (X (X))),True Detective drama television series Prison Break | True Detective crime television series | True Detective Adria Arjona | True Detective Matthew McConaughey Dazed and Confused,inform,0.99308795,0.03319418008,30.12576294,8.086779582,0.7750793,match_scores,
9879,9879,987,Lucifer rating good. Lucifer creator Tom Kapinos. Chloe Decker creator Tom Kapinos. Lucifer domain tv.,give_opinion," I think Lucifer is a good show, thanks to creator Tom Kapinos and the character Chloe Decker.",3,3,(X (X (X (X))),Lucifer good Lucifer Tom Kapinos Chloe Decker,give_opinion,0.99456185,0.006187694988,161.6110687,6.336859268,0.769726,match_scores,
9889,9889,988,Lucifer rating good. Lucifer genre fantasy television series. Winx Club genre fantasy television series. Lucifer domain tv.,give_opinion," I think Lucifer is a good fantasy television series, and it stands out from other fantasy series like Winx Club.",3,3,(X (X (X (X))),Lucifer good Lucifer fantasy television series Winx Club,give_opinion,0.9917889,0.01301619596,76.82736206,8.794090522,0.8063965,match_scores,
23318,23318,989,The Empress genre drama television series. Prison Break genre drama television series. The Empress characters Duchess Helene in Bavaria. The Empress characters Franz Joseph I of Austria. The Empress characters Franz Liszt. Franz Liszt award received Commander of the Order of Christ. The Empress domain tv.,inform," The Empress is a drama television series starring Duchess Helene in Bavaria, Franz Joseph I of Austria, and Franz Liszt, who was awarded the Commander of the Order of Christ.",2,4,(X (X) (X) (X (X)) (X (X))),The Empress drama television series Prison Break | The Empress Duchess Helene in Bavaria | The Empress Franz Joseph I of Austria | The Empress Franz Liszt Commander of the Order of Christ,inform,0.9930227,0.01845167381,54.19562531,37.11481894,0.8163861,match_scores_PPL,
9902,9902,990,Heartstopper rating good. Heartstopper award received MTV Movie Award for Best Song from a Movie. LMFAO award received MTV Movie Award for Best Song from a Movie. Heartstopper domain tv.,give_opinion," Heartstopper is a good show that deservedly won the MTV Movie Award for Best Song from a Movie, as did LMFAO.",3,3,(X (X (X (X))),Heartstopper good Heartstopper MTV Movie Award for Best Song from a Movie LMFAO,give_opinion,0.99442035,0.02583467166,38.70767212,37.11335186,0.88632584,match_scores,
9919,9919,991,Heartstopper rating good. Heartstopper cast member Olivia Colman. Olivia Colman award received Academy Award for Best Actress. Heartstopper domain tv.,give_opinion," Heartstopper is a good show with the talented Olivia Colman, who won an Academy Award for Best Actress.",3,3,(X (X (X (X))),Heartstopper good Heartstopper Olivia Colman Academy Award for Best Actress,give_opinion,0.9689668,0.02417105848,41.37179184,21.95152443,0.85835135,match_scores,
9924,9924,992,Heartstopper rating good. Heartstopper cast member Olivia Colman. The Crown cast member Olivia Colman. Heartstopper domain tv.,give_opinion,Heartstopper is a good show with the well-known cast member Olivia Colman from The Crown.,3,3,(X (X (X (X))),Heartstopper good Heartstopper Olivia Colman The Crown,give_opinion,0.987603,0.0127294238,78.55815125,7.655122721,0.8017417,match_scores,
23361,23361,993,"Belgravia genre television series based on a novel. True Blood genre television series based on a novel. Belgravia cast member Alice Eve. Belgravia characters Charles Lennox, 4th Duke of Richmond. Belgravia characters Arthur Wellesley, 1st Duke of Wellington. Arthur Wellesley, 1st Duke of Wellington award received Order of Saint Anna, 1st class. Belgravia domain tv.",inform," Belgravia is a television series based on a novel, starring Alice Eve as Charles Lennox, 4th Duke of Richmond and Arthur Wellesley, 1st Duke of Wellington, who has been awarded the Order of Saint Anna, 1st class.",2,4,(X (X) (X) (X (X)) (X (X))),"Belgravia television series based on a novel True Blood | Belgravia Alice Eve | Belgravia Charles Lennox, 4th Duke of Richmond | Belgravia Arthur Wellesley, 1st Duke of Wellington Order of Saint Anna, 1st class",inform,0.97834444,0.02318422626,43.13277435,51.30432057,0.80540234,match_scores,
23367,23367,994,Bleak House genre television series based on a novel. True Blood genre television series based on a novel. Bleak House cast member Tony Haygarth. Bleak House cast member Natalie Press. Bleak House cast member Pauline Collins. The Liver Birds cast member Pauline Collins. Bleak House domain tv.,inform," Bleak House is a television series based on a novel starring Tony Haygarth, Natalie Press, and Pauline Collins.",2,4,(X (X) (X) (X (X)) (X (X))),Bleak House television series based on a novel True Blood | Bleak House Tony Haygarth | Bleak House Natalie Press | Bleak House Pauline Collins The Liver Birds,inform,0.985092,0.007077221694,141.2983856,22.95114049,0.7295399,match_scores_PPL,
9957,9957,995,The Flash rating good. The Flash cast member Tom Felton. Tom Felton award received MTV Movie Award for Best Villain. The Flash domain tv.,give_opinion," The Flash is a good show with an amazing cast member Tom Felton, who has won an MTV Movie Award for Best Villain.",3,3,(X (X (X (X))),The Flash good The Flash Tom Felton MTV Movie Award for Best Villain,give_opinion,0.97522134,0.0283019642,35.33323669,23.4878114,0.847131,match_scores,
23386,23386,996,Ekaterina cast member Alexey Vorobyov. Alexey Vorobyov genre pop music. Ekaterina characters Gavrila Derzhavin. Ekaterina characters Mustafa III. Ekaterina characters Elizabeth I of Russia. The Scarlet Empress characters Elizabeth I of Russia. Ekaterina domain tv.,inform," Ekaterina is a pop music television series starring Alexey Vorobyov as Gavrila Derzhavin, Mustafa III, and Elizabeth I of Russia.",2,4,(X (X) (X) (X (X)) (X (X))),Ekaterina Alexey Vorobyov pop music | Ekaterina Gavrila Derzhavin | Ekaterina Mustafa III | Ekaterina Elizabeth I of Russia The Scarlet Empress,inform,0.9910858,0.007961518034,125.604187,17.10676523,0.78625274,match_scores,
74398,74398,997,"The Flash rating good. The Flash cast member Danielle Panabaker. Danielle Panabaker award received Young Artist Award for Best Performance in a TV Movie, Miniseries or Special - Leading Young Actress. The Flash domain tv.",verify_attribute," You said The Flash was good. Do you usually like performances by Danielle Panabaker, who won a Young Artist Award for Best Performance in a TV Movie, Miniseries or Special - Leading Young Actress?",3,3,(X (X (X (X))),"The Flash good The Flash Danielle Panabaker Young Artist Award for Best Performance in a TV Movie, Miniseries or Special - Leading Young Actress",verify_attribute,0.99285215,0.01673384402,59.75913239,49.32694323,0.9283584,match_scores,
9983,9983,998,The Flash rating good. The Flash screenwriter Andrew Kreisberg. Justice League screenwriter Andrew Kreisberg. The Flash domain tv.,give_opinion," The Flash is a great show with a good rating, and I think Andrew Kreisberg did an amazing job as a screenwriter for both The Flash and Justice League.",3,3,(X (X (X (X))),The Flash good The Flash Andrew Kreisberg Justice League,give_opinion,0.98807526,0.05827850493,17.15898514,4.940755741,0.8001068,match_scores,
23424,23424,999,Freud genre crime film. The Crown genre crime film. Freud characters Franz Joseph I of Austria. Freud characters Jacob Freud. Freud characters Arthur Schnitzler. Young Medardus screenwriter Arthur Schnitzler. Freud domain tv.,inform," Freud is a crime film featuring Franz Joseph I of Austria, Jacob Freud, and Arthur Schnitzler as characters.",2,4,(X (X) (X) (X (X)) (X (X))),Freud crime film The Crown | Freud Franz Joseph I of Austria | Freud Jacob Freud | Freud Arthur Schnitzler Young Medardus,inform,0.9943568,0.006646913358,150.4457703,23.20641719,0.8518336,match_scores_PPL,
10007,10007,1000,The Flash rating good. The Flash screenwriter Andrew Kreisberg. Pilot producer Andrew Kreisberg. The Flash domain tv.,give_opinion," The Flash is a good show with excellent writing by Andrew Kreisberg, who also produced the pilot.",3,3,(X (X (X (X))),The Flash good The Flash Andrew Kreisberg Pilot,give_opinion,0.96921486,0.03774843945,26.49116135,6.054506513,0.8039846,match_scores,
10017,10017,1001,The Flash rating good. The Flash creator Andrew Kreisberg. Justice League screenwriter Andrew Kreisberg. The Flash domain tv.,give_opinion," The Flash is a good show with great writing from Andrew Kreisberg, who also wrote for the Justice League.",3,3,(X (X (X (X))),The Flash good The Flash Andrew Kreisberg Justice League,give_opinion,0.9917876,0.03844470981,26.01138115,6.538279438,0.79193944,match_scores,
10028,10028,1002,The Flash rating good. The Flash creator Andrew Kreisberg. Moira Queen creator Andrew Kreisberg. The Flash domain tv.,give_opinion," The Flash is a good show with great characters like Moira Queen, created by Andrew Kreisberg.",3,3,(X (X (X (X))),The Flash good The Flash Andrew Kreisberg Moira Queen,give_opinion,0.92564726,0.02775497015,36.02958298,7.732130226,0.84313196,match_scores,
10035,10035,1003,The Flash rating good. The Flash creator Andrew Kreisberg. Pilot producer Andrew Kreisberg. The Flash domain tv.,give_opinion,The Flash is a good show with a great pilot produced by Andrew Kreisberg.,3,3,(X (X (X (X))),The Flash good The Flash Andrew Kreisberg Pilot,give_opinion,0.9865128,0.02828310248,35.35680008,7.859438682,0.8627046,match_scores,
10040,10040,1004,The Flash rating good. The Flash characters Eddie Thawne. Eddie Thawne creator Andrew Kreisberg. The Flash domain tv.,give_opinion," The Flash is a good show with a great character like Eddie Thawne, created by Andrew Kreisberg.",3,3,(X (X (X (X))),The Flash good The Flash Eddie Thawne Andrew Kreisberg,give_opinion,0.97907525,0.03078926623,32.47885132,7.288423075,0.8450621,match_scores,
23481,23481,1005,Wallander genre drama television series. Prison Break genre drama television series. Wallander cast member Rebekah Staton. Wallander cast member Richard McCabe. Wallander cast member Kenneth Branagh. Kenneth Branagh award received Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie. Wallander domain tv.,inform," Wallander is a drama television series starring Rebekah Staton, Richard McCabe and Kenneth Branagh, who won a Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie.",2,4,(X (X) (X) (X (X)) (X (X))),Wallander drama television series Prison Break | Wallander Rebekah Staton | Wallander Richard McCabe | Wallander Kenneth Branagh Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie,inform,0.99315566,0.02913380865,34.32438278,46.75227881,0.8375353,match_scores_PPL,
74485,74485,1006,The Flash rating good. The Flash characters Eddie Thawne. Eddie Thawne creator Andrew Kreisberg. The Flash domain tv.,verify_attribute," You said you like The Flash. Do you usually think Andrew Kreisberg's characters, like Eddie Thawne, are good?",3,3,(X (X (X (X))),The Flash good The Flash Eddie Thawne Andrew Kreisberg,verify_attribute,0.99543625,0.02889872131,34.60360718,5.406502669,0.7507355,match_scores,
