mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
dogs name Drentsche Patrijshond. Drentsche Patrijshond grooming lots of grooming. Drentsche Patrijshond good with other dogs friendly to other dogs. Drentsche Patrijshond energy high energy. Drentsche Patrijshond trainability very easy to train. Drentsche Patrijshond shedding average shedding.,Drentsche Patrijshond Lots Of Grooming Friendly To Other Dogs High Energy Very Easy To Train Average Shedding,The Drentsche Patrijshond is a high energy dog that requires lots of grooming and is friendly to other dogs. It is very easy to train and has an average shedding rate.,inform,dogs,6,1
dogs name Chihuahua. Chihuahua good with strangers semi friendly to strangers. Chihuahua playfulness very playful.,Chihuahua Semi Friendly To Strangers Very Playful,The Chihuahua is semi-friendly to strangers and very playful.,inform,dogs,3,1
dogs name Chinese Shar-Pei. Chinese Shar-Pei protectiveness mainly alert. Chinese Shar-Pei good with other dogs friendly to other dogs. Chinese Shar-Pei ratings alright. Chinese Shar-Pei good with strangers friendly to strangers. Chinese Shar-Pei energy energetic. Chinese Shar-Pei coat length short coat.,Chinese Shar-Pei Mainly Alert Friendly To Other Dogs Alright Friendly To Strangers Energetic Short Coat,"The Chinese Shar-Pei is mainly alert, friendly to other dogs and strangers, energetic, and has a short coat. It is rated as alright with other dogs and strangers.",inform,dogs,7,1
dogs name Miniature Bull Terrier. Miniature Bull Terrier good with other dogs friendly to other dogs. Miniature Bull Terrier coat length short coat. Miniature Bull Terrier max life expectancy 13. Miniature Bull Terrier playfulness very playful. Miniature Bull Terrier good with strangers friendly to strangers.,Miniature Bull Terrier Friendly To Other Dogs Short Coat 13 Very Playful Friendly To Strangers,The Miniature Bull Terrier is a very playful breed with a short coat that has a maximum life expectancy of 13 years. It is friendly to both other dogs and strangers.,inform,dogs,6,1
dogs name English Toy Spaniel. English Toy Spaniel good with strangers friendly to strangers. English Toy Spaniel good with other dogs most friendly to other dogs.,English Toy Spaniel Friendly To Strangers Most Friendly To Other Dogs,The English Toy Spaniel is  friendly to strangers and most friendly to other dogs.,inform,dogs,3,1
dogs name Lapponian Herder. Lapponian Herder protectiveness mainly alert. Lapponian Herder max height female 20.0. Lapponian Herder barking often barks. Lapponian Herder grooming lots of grooming. Lapponian Herder good with children kid-friendly. Lapponian Herder coat length short coat. Lapponian Herder playfulness playful.,Lapponian Herder Mainly Alert 20.0 Often Barks Lots Of Grooming Kid-Friendly Short Coat Playful,"The Lapponian Herder is an alert protector, with females reaching a maximum height of 20.0 inches. It often barks and its coat is short, requiring lots of grooming. It is kid-friendly and playful.",inform,dogs,8,1
dogs name French Spaniel. French Spaniel good with strangers most friendly to strangers. French Spaniel energy more energy. French Spaniel shedding average shedding.,French Spaniel Most Friendly To Strangers More Energy Average Shedding,"The French Spaniel is known for being friendly to strangers, having a lot of energy, and having average shedding.",inform,dogs,4,1
dogs name Poodle (Miniature). Poodle (Miniature) trainability very easy to train.,Poodle (Miniature) Very Easy To Train,Miniature Poodles are very easy to train.,inform,dogs,2,1
dogs name Small Munsterlander. Small Munsterlander grooming most grooming.,Small Munsterlander Most Grooming,The Small Munsterlander is a breed of dog that requires the most grooming.,inform,dogs,2,1
dogs name Chihuahua. Chihuahua good with other dogs friendly to other dogs. Chihuahua good with strangers semi friendly to strangers. Chihuahua protectiveness mainly alert. Chihuahua max weight male 6.0. Chihuahua max height female 8.0. Chihuahua energy more energy.,Chihuahua Friendly To Other Dogs Semi Friendly To Strangers Mainly Alert 6.0 8.0 More Energy,The Chihuahua is friendly to other dogs and semi friendly to strangers. They are mainly alert and have more energy than other breeds. The maximum weight for males is 6.0 and the maximum height for females is 8.0.,inform,dogs,7,1
dogs name Irish Terrier. Irish Terrier max life expectancy 15. Irish Terrier max height female 18.0. Irish Terrier energy energetic. Irish Terrier trainability trainable. Irish Terrier ratings good. Irish Terrier good with other dogs not friendly to other dogs. Irish Terrier max height male 18.0.,Irish Terrier 15 18.0 Energetic Trainable Good Not Friendly To Other Dogs 18.0,"The Irish Terrier is an energetic, trainable dog with a life expectancy of up to 15 years. They are usually 18 inches tall, and are usually rated as good. They are not friendly to other dogs.",inform,dogs,8,1
dogs name Australian Kelpie. Australian Kelpie barking silient. Australian Kelpie playfulness playful. Australian Kelpie max height male 20.0. Australian Kelpie good with other dogs friendly to other dogs. Australian Kelpie protectiveness mainly alert. Australian Kelpie max weight female 50.0.,Australian Kelpie Silient Playful 20.0 Friendly To Other Dogs Mainly Alert 50.0,The Australian Kelpie is a playful dog that rarely barks. It is friendly to other dogs and is mainly alert when it comes to protection. The male Kelpie has a maximum height of 20.0 inches while the female has a maximum weight of 50.0 lbs.,inform,dogs,7,1
dogs name Border Collie. Border Collie good with children kid-friendly. Border Collie good with other dogs friendly to other dogs.,Border Collie Kid-Friendly Friendly To Other Dogs,The Border Collie is known for being kid-friendly and friendly to other dogs.,inform,dogs,3,1
dogs name Cesky Terrier. Cesky Terrier good with other dogs friendly to other dogs. Cesky Terrier good with strangers very friendly to strangers. Cesky Terrier protectiveness alert. Cesky Terrier grooming lots of grooming. Cesky Terrier good with children most kid-friendly. Cesky Terrier max life expectancy 15. Cesky Terrier max weight female 24.0.,Cesky Terrier Friendly To Other Dogs Very Friendly To Strangers Alert Lots Of Grooming Most Kid-Friendly 15 24.0,"The Cesky Terrier is a friendly breed, being both good with other dogs and very friendly to strangers. They are alert and protective, although they are also most kid-friendly. They require lots of grooming, and have a maximum life expectancy of 15 years and a maximum weight for females of 24.0kg.",inform,dogs,8,1
dogs name Berger Picard. Berger Picard good with strangers friendly to strangers. Berger Picard trainability easy trainable. Berger Picard max life expectancy 13. Berger Picard ratings okay.,Berger Picard Friendly To Strangers Easy Trainable 13 Okay,The Berger Picard is a friendly breed that is usually okay with strangers and easy to train. It has a life expectancy of up to 13 years.,inform,dogs,5,1
dogs name American Water Spaniel. American Water Spaniel ratings good. American Water Spaniel barking sometimes barks. American Water Spaniel max height female 18.0. American Water Spaniel max weight male 45.0. American Water Spaniel max life expectancy 14. American Water Spaniel playfulness playful. American Water Spaniel good with children kid-friendly.,American Water Spaniel Good Sometimes Barks 18.0 45.0 14 Playful Kid-Friendly,"The American Water Spaniel has an overall good rating and is typically playful and kid-friendly. It may sometimes bark but it has a maximum height of 18.0 for females and 45.0 for males, with a maximum life expectancy of 14 years.",inform,dogs,8,1
dogs name Stabyhoun. Stabyhoun grooming most grooming. Stabyhoun max weight female 60.0. Stabyhoun playfulness playful. Stabyhoun ratings excellent.,Stabyhoun Most Grooming 60.0 Playful Excellent,"The Stabyhoun is a playful, and friendly dog that requires the most grooming and has an excellent rating. The max weight for female Stabyhouns is 60.0 kilograms.",inform,dogs,5,1
dogs name Transylvanian Hound. Transylvanian Hound shedding average shedding.,Transylvanian Hound Average Shedding,The Transylvanian Hound has an average shedding rate.,inform,dogs,2,1
dogs name Dalmatian. Dalmatian grooming lots of grooming. Dalmatian energy more energy. Dalmatian ratings good. Dalmatian good with other dogs friendly to other dogs.,Dalmatian Lots Of Grooming More Energy Good Friendly To Other Dogs,The Dalmatian is a good dog with lots of energy that needs lots of grooming. It is known to be friendly to other dogs and receives good ratings.,inform,dogs,5,1
dogs name Saluki. Saluki barking sometimes barks. Saluki energy more energy. Saluki shedding minimal shedding. Saluki playfulness playful. Saluki max height male 28.0. Saluki trainability trainable. Saluki max height female 28.0.,Saluki Sometimes Barks More Energy Minimal Shedding Playful 28.0 Trainable 28.0,"The Saluki is an energetic breed with minimal shedding, that sometimes barks. They are playful and trainable, and males and females reach a maximum height of 28 inches.",inform,dogs,8,1
dogs name American Foxhound. American Foxhound good with children most kid-friendly. American Foxhound playfulness playful. American Foxhound shedding average shedding. American Foxhound max life expectancy 13. American Foxhound max height female 25.0. American Foxhound good with strangers friendly to strangers.,American Foxhound Most Kid-Friendly Playful Average Shedding 13 25.0 Friendly To Strangers,"The American Foxhound is known for being kid-friendly, playful, and friendly to strangers. They are typically 25 inches tall and have an average shedding rate. The max life expectancy of the American Foxhound is 13 years.",inform,dogs,7,1
dogs name Bavarian Mountain Scent Hound. Bavarian Mountain Scent Hound grooming lots of grooming. Bavarian Mountain Scent Hound barking bark occasionally. Bavarian Mountain Scent Hound max weight female 66.0. Bavarian Mountain Scent Hound good with children kid-friendly. Bavarian Mountain Scent Hound coat length short coat. Bavarian Mountain Scent Hound shedding average shedding.,Bavarian Mountain Scent Hound Lots Of Grooming Bark Occasionally 66.0 Kid-Friendly Short Coat Average Shedding,The Bavarian Mountain Scent Hound is a kid-friendly dog that requires lots of grooming and has a short coat. It barks occasionally and sheds an average amount. The maximum weight for female Bavarian Mountain Scent Hounds is 66.0.,inform,dogs,7,1
dogs name German Wirehaired Pointer. German Wirehaired Pointer max height female 26.0. German Wirehaired Pointer protectiveness alert.,German Wirehaired Pointer 26.0 Alert,"The German Wirehaired Pointer is an alert dog, with a maximum height for females of 26.0 inches.",inform,dogs,3,1
dogs name Plott Hound. Plott Hound good with strangers not friendly to strangers. Plott Hound protectiveness minimal alerting. Plott Hound barking silient. Plott Hound max height male 25.0. Plott Hound max weight female 55.0. Plott Hound coat length short coat.,Plott Hound Not Friendly To Strangers Minimal Alerting Silient 25.0 55.0 Short Coat,"The Plott Hound is not friendly to strangers and has minimal alertness, but its barking is usually silient. It has a short coat and its maximum height for males is 25.0 while its maximum weight for females is 55.0.",inform,dogs,7,1
dogs name Azawakh. Azawakh good with other dogs friendly to other dogs. Azawakh max weight female 44.0. Azawakh ratings alright.,Azawakh Friendly To Other Dogs 44.0 Alright,"The Azawakh is a friendly breed of dog, getting along well with other dogs. The maximum weight for a female Azawakh is 44.0 pounds.",inform,dogs,4,1
dogs name Alaskan Malamute. Alaskan Malamute max life expectancy 14. Alaskan Malamute good with other dogs friendly to other dogs. Alaskan Malamute good with strangers friendly to strangers. Alaskan Malamute max weight female 75.0. Alaskan Malamute grooming average amount of grooming.,Alaskan Malamute 14 Friendly To Other Dogs Friendly To Strangers 75.0 Average Amount Of Grooming,"The Alaskan Malamute is a friendly dog with a life expectancy of up to fourteen years. It is usually friendly to both other dogs and strangers, and it has an average amount of grooming needs. The maximum weight for a female Alaskan Malamute is 75 pounds.",inform,dogs,6,1
